event_id,timestamp,user_id,src_segment,dst_segment,src_ip,dst_ip,port,protocol,bytes,device_id,is_anomalous,hour,is_off_hours,cross_segment,log_bytes,uba_anomaly_score,uba_flagged
NW004421,2026-06-13 11:56:04,VND2011,vendor-vpn,vendor-vpn,10.60.146.197,10.20.96.33,443,UDP,47464,DEV0127,0,11,0,0,10.767747876315898,0.6197218231571064,0
NW000372,2026-06-13 12:17:25,STF1175,staff-ops,internet,10.20.248.3,198.51.229.102,443,TCP,205051,DEV0109,0,12,0,1,12.231018884491244,0.4336003408316796,0
NW000252,2026-06-13 12:20:23,STF1177,staff-ops,staff-ops,10.20.187.52,10.20.250.140,443,TCP,322697,DEV0204,0,12,0,0,12.684472180314,0.37969136375013335,0
NW002894,2026-06-13 12:40:32,STF1160,staff-ops,internet,10.20.117.109,198.51.6.251,443,TCP,243687,DEV0149,0,12,0,1,12.403643997531004,0.4352993072360847,0
NW004444,2026-06-13 12:56:10,STF1043,staff-ops,internet,10.20.181.162,198.51.43.53,5432,TCP,75042,DEV0003,0,12,0,1,11.225816561559018,0.515227135495333,0
NW002011,2026-06-13 13:07:58,STF1099,staff-ops,internet,10.20.5.48,198.51.148.98,443,TCP,35877,DEV0143,0,13,0,1,10.487879573259036,0.4712336005972235,0
NW001192,2026-06-13 13:13:18,STF1102,staff-ops,internet,10.20.111.209,198.51.42.153,5432,TCP,98107,DEV0289,0,13,0,1,11.493824191667827,0.5089393003809438,0
NW001632,2026-06-13 13:23:01,STF1129,staff-ops,staff-ops,10.20.29.32,10.20.239.6,443,UDP,155793,DEV0146,0,13,0,0,11.956289900765796,0.48051429948578034,0
NW001863,2026-06-13 13:33:20,STF1001,staff-ops,staff-ops,10.20.12.189,10.20.67.175,22,TCP,304332,DEV0044,0,13,0,0,12.625877775618145,0.3950828404419028,0
NW003444,2026-06-13 13:33:46,STF1039,staff-ops,staff-ops,10.20.110.72,10.20.73.218,443,TCP,381658,DEV0128,0,13,0,0,12.852282818764369,0.38614147770451707,0
NW002767,2026-06-13 13:38:51,VND2017,vendor-vpn,vendor-vpn,10.60.113.96,10.20.38.49,443,TCP,194379,DEV0267,0,13,0,0,12.177570285057461,0.45620725185555266,0
NW004494,2026-06-13 13:44:45,VND2025,vendor-vpn,vendor-vpn,10.60.69.7,10.20.19.58,443,TCP,367397,DEV0367,0,13,0,0,12.814201008090206,0.4684727897546029,0
NW001300,2026-06-13 14:35:50,STF1031,staff-ops,staff-ops,10.20.218.167,10.20.152.79,8080,TCP,166077,DEV0224,0,14,0,0,12.02021283649794,0.45103067062710306,0
NW005383,2026-06-13 14:42:43,VND2003,vendor-vpn,internet,10.60.68.58,198.51.168.194,445,UDP,282469,DEV0269,0,14,0,1,12.551327629239312,0.6358185838632554,0
NW005666,2026-06-13 14:51:33,VND2015,vendor-vpn,internet,10.60.172.173,198.51.70.88,80,TCP,157456,DEV0200,0,14,0,1,11.96690768409919,0.5416157119837061,0
NW000553,2026-06-13 15:03:48,STF1129,staff-ops,internet,10.20.57.17,198.51.140.242,22,TCP,19338,DEV0302,0,15,0,1,9.8698790613623,0.510132146292719,0
NW002113,2026-06-13 15:23:15,STF1144,staff-ops,staff-ops,10.20.2.83,10.20.217.102,8080,TCP,289840,DEV0012,0,15,0,0,12.577087775742417,0.4516856054779089,0
NW003427,2026-06-13 15:25:47,VND2021,vendor-vpn,vendor-vpn,10.60.245.145,10.20.112.240,8080,TCP,162625,DEV0263,0,15,0,0,11.999208364911965,0.55671115396576,0
NW001297,2026-06-13 15:28:04,STF1064,staff-ops,staff-ops,10.20.160.37,10.20.206.246,5432,TCP,277430,DEV0015,0,15,0,0,12.533327532601778,0.44776401972984414,0
NW006071,2026-06-13 15:32:52,STF1103,staff-ops,internet,10.20.39.226,198.51.226.234,8080,UDP,131178,DEV0303,0,15,0,1,11.784318081705392,0.6281783966985056,0
NW005036,2026-06-13 15:45:52,STF1003,staff-ops,staff-ops,10.20.216.236,10.20.160.240,443,TCP,216936,DEV0295,0,15,0,0,12.287362267790192,0.37641740183337746,0
NW003112,2026-06-13 15:47:34,VND2010,vendor-vpn,vendor-vpn,10.60.2.105,10.20.51.46,443,TCP,304902,DEV0187,0,15,0,0,12.627748972219512,0.46276613254678495,0
NW000881,2026-06-13 15:48:23,STF1050,staff-ops,internet,10.20.147.247,198.51.84.218,443,TCP,108867,DEV0136,0,15,0,1,11.597891418172821,0.4441767772399066,0
NW005054,2026-06-13 15:56:22,STF1119,staff-ops,staff-ops,10.20.49.207,10.20.226.112,443,TCP,79017,DEV0352,0,15,0,0,11.277430953596989,0.38546795635883635,0
NW001546,2026-06-13 15:59:35,STF1052,staff-ops,staff-ops,10.20.91.195,10.20.38.37,443,TCP,113752,DEV0045,0,15,0,0,11.641784710091793,0.38072547061211254,0
NW002983,2026-06-13 16:04:07,STF1027,staff-ops,staff-ops,10.20.147.53,10.20.162.249,443,UDP,248691,DEV0039,0,16,0,0,12.423970462004315,0.4770651549270134,0
NW001922,2026-06-13 16:20:23,STF1066,staff-ops,staff-ops,10.20.12.76,10.20.95.152,443,UDP,386262,DEV0163,0,16,0,0,12.864273763585638,0.4925731097666389,0
NW002281,2026-06-13 16:26:50,STF1156,staff-ops,staff-ops,10.20.37.75,10.20.49.191,445,TCP,114182,DEV0393,0,16,0,0,11.645557703476818,0.3923171292214989,0
NW001314,2026-06-13 16:33:10,VND2029,vendor-vpn,vendor-vpn,10.60.144.23,10.20.103.210,8080,TCP,199205,DEV0122,0,16,0,0,12.20209474416095,0.556361625720529,0
NW001981,2026-06-13 16:35:22,VND2016,vendor-vpn,vendor-vpn,10.60.235.94,10.20.219.96,443,TCP,153577,DEV0292,0,16,0,0,11.941963860270766,0.4668430006782965,0
NW000079,2026-06-13 16:47:27,STF1179,staff-ops,internet,10.20.153.244,198.51.171.214,22,TCP,391989,DEV0122,0,16,0,1,12.878991608243128,0.4687997443715874,0
NW005941,2026-06-13 16:47:41,VND2002,vendor-vpn,internet,10.60.147.14,198.51.166.7,443,TCP,366477,DEV0372,0,16,0,1,12.811693771222004,0.5406709644735954,0
NW005402,2026-06-13 16:57:11,VND2006,vendor-vpn,vendor-vpn,10.60.7.43,10.20.1.79,8080,TCP,278128,DEV0302,0,16,0,0,12.535840313821693,0.5583418208088485,0
NW005462,2026-06-13 17:02:14,STF1170,staff-ops,internet,10.20.231.82,198.51.230.163,80,TCP,332223,DEV0270,0,17,0,1,12.7135647191869,0.4584708030142554,0
NW004305,2026-06-13 17:03:44,STF1075,staff-ops,staff-ops,10.20.254.128,10.20.189.206,5432,UDP,68537,DEV0130,0,17,0,0,11.135143614962002,0.5876324814637577,0
NW000494,2026-06-13 17:04:04,STF1075,staff-ops,staff-ops,10.20.210.161,10.20.127.118,5432,UDP,217124,DEV0320,0,17,0,0,12.288228503543406,0.5680675785191905,0
NW003285,2026-06-13 17:11:23,VND2021,vendor-vpn,vendor-vpn,10.60.186.1,10.20.102.131,443,UDP,141175,DEV0076,0,17,0,0,11.857762617923068,0.6013993900512623,0
NW000806,2026-06-13 17:13:09,STF1130,staff-ops,staff-ops,10.20.254.147,10.20.18.4,5432,UDP,77191,DEV0377,0,17,0,0,11.25405110370022,0.5851662804054867,0
NW005999,2026-06-13 17:40:52,STF1158,staff-ops,staff-ops,10.20.125.143,10.20.95.160,8080,TCP,165949,DEV0303,0,17,0,0,12.01944181714812,0.45961028320793973,0
NW003054,2026-06-13 17:41:41,STF1066,staff-ops,internet,10.20.217.206,198.51.33.51,443,TCP,394652,DEV0213,0,17,0,1,12.885762176780023,0.4541873140663851,0
NW003658,2026-06-13 17:43:28,VND2030,vendor-vpn,vendor-vpn,10.60.131.77,10.20.234.157,80,TCP,348315,DEV0097,0,17,0,0,12.760865392709281,0.4952369980481513,0
NW002540,2026-06-13 17:44:07,STF1045,staff-ops,internet,10.20.8.111,198.51.121.184,8080,TCP,268048,DEV0040,0,17,0,1,12.498925078601458,0.5240562884248552,0
NW002472,2026-06-13 17:52:01,STF1103,staff-ops,staff-ops,10.20.7.127,10.20.224.234,443,TCP,56843,DEV0303,0,17,0,0,10.948065952711753,0.3989599476842385,0
NW003015,2026-06-13 17:56:10,STF1126,staff-ops,staff-ops,10.20.230.32,10.20.202.171,5432,TCP,222131,DEV0202,0,17,0,0,12.311027078747685,0.454123700885274,0
NW005126,2026-06-13 17:59:07,STF1071,staff-ops,internet,10.20.232.233,198.51.73.222,22,TCP,57939,DEV0133,0,17,0,1,10.967163271323342,0.4851618697127446,0
NW001527,2026-06-13 18:02:48,STF1006,staff-ops,staff-ops,10.20.236.247,10.20.161.127,443,TCP,190600,DEV0222,0,18,0,0,12.157937516778192,0.38719006965873876,0
NW001125,2026-06-13 18:08:37,VND2002,vendor-vpn,vendor-vpn,10.60.51.188,10.20.186.224,443,TCP,196019,DEV0026,0,18,0,0,12.18597197382317,0.4750430514603317,0
NW005113,2026-06-13 18:13:19,STF1164,staff-ops,staff-ops,10.20.189.14,10.20.63.12,8080,TCP,115782,DEV0195,0,18,0,0,11.659473028508224,0.4716833023958159,0
NW001835,2026-06-13 18:20:21,STF1089,staff-ops,internet,10.20.214.25,198.51.222.22,8080,TCP,186977,DEV0245,0,18,0,1,12.138746241856943,0.5259696978597459,0
NW005234,2026-06-13 18:50:43,STF1071,staff-ops,internet,10.20.95.114,198.51.80.105,8080,TCP,110582,DEV0005,0,18,0,1,11.61352164920379,0.5334898470960812,0
NW003193,2026-06-13 18:58:56,VND2030,vendor-vpn,vendor-vpn,10.60.205.17,10.20.32.85,443,TCP,113971,DEV0033,0,18,0,0,11.643708083173477,0.4796041150894039,0
NW001844,2026-06-13 19:05:53,STF1146,staff-ops,staff-ops,10.20.85.235,10.20.132.201,443,TCP,197977,DEV0238,0,19,0,0,12.195911192392265,0.3896945341325454,0
NW005217,2026-06-13 19:15:30,STF1165,staff-ops,staff-ops,10.20.190.78,10.20.50.29,22,TCP,296702,DEV0089,0,19,0,0,12.600486917451253,0.4098893906569416,0
NW003034,2026-06-13 19:21:04,STF1019,staff-ops,staff-ops,10.20.13.74,10.20.14.212,443,TCP,304479,DEV0262,0,19,0,0,12.626360682529976,0.3920158389423143,0
NW000303,2026-06-13 19:33:40,STF1170,staff-ops,staff-ops,10.20.94.236,10.20.172.238,8080,TCP,120155,DEV0300,0,19,0,0,11.696546177495803,0.4767373932777868,0
NW002202,2026-06-13 19:38:45,STF1016,staff-ops,staff-ops,10.20.206.193,10.20.77.214,443,TCP,134556,DEV0320,0,19,0,0,11.809743180071202,0.39362996539577216,0
NW000339,2026-06-13 19:58:33,STF1077,staff-ops,internet,10.20.209.228,198.51.142.194,80,TCP,246819,DEV0008,0,19,0,1,12.416414605007175,0.4655352449746999,0
NW002377,2026-06-13 19:59:32,STF1000,staff-ops,internet,10.20.200.81,198.51.81.214,443,TCP,241390,DEV0094,0,19,0,1,12.394173304431916,0.45009832975099656,0
NW005768,2026-06-13 20:04:54,STF1007,staff-ops,staff-ops,10.20.21.40,10.20.9.159,3389,TCP,24448,DEV0316,0,20,0,0,10.104344594271097,0.5028584780699196,0
NW004247,2026-06-13 20:14:59,VND2003,vendor-vpn,vendor-vpn,10.60.213.13,10.20.192.249,443,TCP,2804,DEV0180,0,20,0,0,7.9391588179567965,0.5883043058982639,0
NW002060,2026-06-13 20:16:32,STF1178,staff-ops,internet,10.20.173.164,198.51.96.15,443,TCP,279646,DEV0087,0,20,0,1,12.541283372496858,0.4599951042566924,0
NW004980,2026-06-13 20:19:48,STF1047,staff-ops,staff-ops,10.20.197.127,10.20.58.214,443,TCP,136930,DEV0281,0,20,0,0,11.827232428301146,0.4003261245498046,0
NW000458,2026-06-13 20:27:26,STF1094,staff-ops,staff-ops,10.20.145.117,10.20.121.140,443,UDP,148229,DEV0360,0,20,0,0,11.906520400507905,0.5002151420419021,0
NW002103,2026-06-13 20:27:59,VND2000,vendor-vpn,internet,10.60.68.4,198.51.233.165,8080,TCP,280780,DEV0176,0,20,0,1,12.54533028502683,0.623158409479988,0
NW005730,2026-06-13 20:43:39,STF1024,staff-ops,staff-ops,10.20.137.137,10.20.163.115,443,UDP,296038,DEV0246,0,20,0,0,12.598246481383795,0.49871863010002815,0
NW000473,2026-06-13 20:50:33,STF1061,staff-ops,internet,10.20.13.182,198.51.29.208,445,TCP,56864,DEV0203,0,20,0,1,10.948435316618545,0.493093857130865,0
NW005962,2026-06-13 20:59:09,STF1114,staff-ops,staff-ops,10.20.125.253,10.20.213.7,443,UDP,105686,DEV0232,0,20,0,0,11.5682371747013,0.5047956715668763,0
NW003711,2026-06-13 21:09:41,STF1044,staff-ops,staff-ops,10.20.84.235,10.20.197.92,5432,TCP,187444,DEV0323,0,21,0,0,12.141240748028633,0.4822054009811697,0
NW001150,2026-06-13 21:17:37,VND2025,vendor-vpn,vendor-vpn,10.60.175.197,10.20.173.154,443,TCP,135916,DEV0380,0,21,0,0,11.819799684295283,0.5113708142550101,0
NW004816,2026-06-13 21:23:46,STF1130,staff-ops,staff-ops,10.20.215.137,10.20.200.39,80,TCP,386290,DEV0037,0,21,0,0,12.864346250428014,0.43408904335981296,0
NW006134,2026-06-13 21:25:29,STF1102,staff-ops,staff-ops,10.20.96.42,10.20.168.177,443,TCP,95158,DEV0299,0,21,0,0,11.463304455744613,0.4119732629215058,0
NW005085,2026-06-13 21:27:45,STF1170,staff-ops,staff-ops,10.20.45.158,10.20.166.47,443,TCP,323995,DEV0064,0,21,0,0,12.688486449019246,0.41005069818571854,0
NW003058,2026-06-13 21:29:57,VND2002,vendor-vpn,internet,10.60.122.101,198.51.149.15,22,UDP,390384,DEV0198,0,21,0,1,12.874888710651778,0.6631213257386204,1
NW005869,2026-06-13 21:34:39,STF1154,staff-ops,staff-ops,10.20.0.254,10.20.102.125,443,TCP,130863,DEV0159,0,21,0,0,11.781913894974755,0.4096951014538035,0
NW000988,2026-06-13 21:55:23,STF1025,staff-ops,staff-ops,10.20.230.206,10.20.95.218,80,TCP,76563,DEV0334,0,21,0,0,11.245882271366,0.43210157145693673,0
NW006379,2026-06-13 21:58:37,STF1179,staff-ops,staff-ops,10.20.192.240,10.20.80.35,443,TCP,397601,DEV0368,0,21,0,0,12.89320678393299,0.4201121283633128,0
NW001515,2026-06-13 21:58:57,VND2031,vendor-vpn,vendor-vpn,10.60.47.23,10.20.93.109,445,TCP,212951,DEV0096,0,21,0,0,12.268822067183283,0.5153508483084638,0
NW001088,2026-06-14 01:07:40,STF1018,staff-ops,operational-apps,10.20.72.208,10.20.195.102,22,TCP,7486947,DEV0107,1,1,1,1,15.828671795816724,0.6887819389417223,1
NW003852,2026-06-14 02:12:21,STF1099,staff-ops,staff-ops,10.20.23.231,10.20.117.195,443,TCP,43929,DEV0311,0,2,1,0,10.690352736969825,0.573831626657318,0
NW005794,2026-06-14 02:13:44,STF1149,staff-ops,operational-apps,10.20.226.194,10.20.103.157,3389,TCP,5728340,DEV0215,1,2,1,1,15.560936517973557,0.6847326691449532,1
NW001398,2026-06-14 02:18:40,STF1099,staff-ops,staff-ops,10.20.79.153,10.20.138.83,8080,TCP,143848,DEV0151,0,2,1,0,11.876519417269748,0.6073003987251432,0
NW004299,2026-06-14 02:35:46,STF1118,staff-ops,staff-ops,10.20.40.37,10.20.207.252,8080,TCP,21238,DEV0079,0,2,1,0,9.963594393268247,0.6368796885313116,0
NW003725,2026-06-14 02:49:50,STF1064,staff-ops,internet,10.20.124.116,198.51.167.254,8080,UDP,152164,DEV0107,0,2,1,1,11.932720737386548,0.6916054483908345,1
NW000292,2026-06-14 03:21:18,STF1111,staff-ops,staff-ops,10.20.145.200,10.20.143.157,80,UDP,227271,DEV0225,0,3,1,0,12.33390281703494,0.6299380080329373,0
NW005959,2026-06-14 03:39:20,STF1085,staff-ops,internet,10.20.168.96,198.51.189.183,443,TCP,24632,DEV0293,0,3,1,1,10.111842286376898,0.6217003464686184,0
NW004059,2026-06-14 06:44:32,VND2012,vendor-vpn,vendor-vpn,10.60.185.61,10.20.149.64,3389,TCP,94134,DEV0103,0,6,0,0,11.452485201158812,0.5505238072269412,0
NW002758,2026-06-14 06:46:17,STF1120,staff-ops,staff-ops,10.20.169.172,10.20.192.142,443,TCP,116912,DEV0072,0,6,0,0,11.669185347436324,0.40757840198985584,0
NW002625,2026-06-14 06:47:50,VND2026,vendor-vpn,vendor-vpn,10.60.169.139,10.20.168.83,443,TCP,31585,DEV0092,0,6,0,0,10.36046926343,0.5366231008096672,0
NW002523,2026-06-14 06:48:41,STF1046,staff-ops,staff-ops,10.20.122.155,10.20.30.119,443,TCP,131803,DEV0159,0,6,0,0,11.78907124960368,0.40639696660169067,0
NW005060,2026-06-14 06:53:03,STF1177,staff-ops,staff-ops,10.20.163.59,10.20.33.156,22,TCP,95213,DEV0102,0,6,0,0,11.463882268790897,0.426509742619009,0
NW002129,2026-06-14 06:56:23,STF1038,staff-ops,staff-ops,10.20.17.226,10.20.213.202,443,TCP,247781,DEV0068,0,6,0,0,12.42030460631364,0.40192593393367754,0
NW006180,2026-06-14 06:57:56,VND2030,vendor-vpn,vendor-vpn,10.60.28.90,10.20.220.72,8080,TCP,365755,DEV0309,0,6,0,0,12.8097217233958,0.5815783030928012,0
NW005904,2026-06-14 06:59:40,STF1087,staff-ops,staff-ops,10.20.14.250,10.20.147.89,3389,TCP,91295,DEV0249,0,6,0,0,11.421862254013227,0.4611650984635306,0
NW000337,2026-06-14 07:03:30,STF1159,staff-ops,staff-ops,10.20.136.60,10.20.180.237,443,UDP,56773,DEV0257,0,7,0,0,10.946833753432468,0.5291939513547383,0
NW004718,2026-06-14 07:05:20,STF1089,staff-ops,internet,10.20.190.166,198.51.249.147,443,TCP,137018,DEV0107,0,7,0,1,11.827874881325616,0.4591749386470766,0
NW001577,2026-06-14 07:06:44,STF1094,staff-ops,staff-ops,10.20.115.83,10.20.166.115,445,TCP,54346,DEV0213,0,7,0,0,10.903144693233813,0.4177723835520403,0
NW006195,2026-06-14 07:14:49,STF1005,staff-ops,internet,10.20.237.152,198.51.239.126,22,UDP,144486,DEV0237,0,7,0,1,11.88094481708957,0.5881157011262912,0
NW002271,2026-06-14 07:16:31,STF1175,staff-ops,staff-ops,10.20.74.176,10.20.249.243,443,TCP,127328,DEV0096,0,7,0,0,11.754529566927909,0.39290889030280357,0
NW000887,2026-06-14 07:20:59,VND2013,vendor-vpn,vendor-vpn,10.60.205.100,10.20.213.193,443,TCP,236941,DEV0358,0,7,0,0,12.375570664428642,0.47460671022840417,0
NW003807,2026-06-14 07:30:18,STF1101,staff-ops,internet,10.20.187.90,198.51.7.78,443,UDP,158036,DEV0027,0,7,0,1,11.97058446180909,0.5757306625392892,0
NW000016,2026-06-14 07:30:43,STF1170,staff-ops,internet,10.20.238.246,198.51.154.103,22,TCP,234368,DEV0233,0,7,0,1,12.364652075379126,0.47624456280903876,0
NW002535,2026-06-14 07:32:30,STF1129,staff-ops,staff-ops,10.20.41.205,10.20.23.229,443,TCP,112173,DEV0187,0,7,0,0,11.627806516162149,0.3941995977386006,0
NW002872,2026-06-14 07:37:08,STF1165,staff-ops,staff-ops,10.20.28.64,10.20.72.58,445,TCP,815,DEV0344,0,7,0,0,6.704414354964107,0.5321374007531133,0
NW000667,2026-06-14 07:45:58,VND2018,vendor-vpn,vendor-vpn,10.60.204.106,10.20.175.164,443,TCP,184245,DEV0092,0,7,0,0,12.124027100182275,0.47604839078672556,0
NW003628,2026-06-14 07:48:31,STF1110,staff-ops,staff-ops,10.20.253.212,10.20.124.155,443,TCP,351551,DEV0226,0,7,0,0,12.770112916702292,0.39355185468776605,0
NW001496,2026-06-14 07:49:44,STF1071,staff-ops,staff-ops,10.20.7.150,10.20.174.148,443,UDP,45722,DEV0213,0,7,0,0,10.73035673255396,0.5363576511978996,0
NW004238,2026-06-14 07:53:40,STF1139,staff-ops,staff-ops,10.20.22.144,10.20.131.66,445,TCP,22201,DEV0102,0,7,0,0,10.007937653892592,0.44774585812011747,0
NW006063,2026-06-14 08:06:36,STF1009,staff-ops,staff-ops,10.20.62.253,10.20.28.236,443,TCP,265684,DEV0166,0,8,0,0,12.490066675506181,0.38279286189013356,0
NW004729,2026-06-14 08:13:21,VND2003,vendor-vpn,vendor-vpn,10.60.34.151,10.20.69.108,443,TCP,397273,DEV0183,0,8,0,0,12.892381497929598,0.48705622693620815,0
NW006288,2026-06-14 08:22:09,VND2015,vendor-vpn,vendor-vpn,10.60.94.162,10.20.173.183,443,TCP,391807,DEV0069,0,8,0,0,12.87852720286503,0.48683658609005187,0
NW002368,2026-06-14 08:27:07,STF1153,staff-ops,staff-ops,10.20.215.23,10.20.123.184,443,TCP,232013,DEV0259,0,8,0,0,12.354552993655357,0.38121865934244253,0
NW003014,2026-06-14 08:27:45,STF1132,staff-ops,internet,10.20.50.70,198.51.34.173,443,TCP,239498,DEV0132,0,8,0,1,12.386304520459046,0.4466134581350543,0
NW001869,2026-06-14 08:43:36,VND2012,vendor-vpn,vendor-vpn,10.60.251.221,10.20.158.116,443,TCP,393641,DEV0059,0,8,0,0,12.883197145784488,0.48705622693620815,0
NW003821,2026-06-14 08:43:50,STF1017,staff-ops,staff-ops,10.20.232.190,10.20.100.92,443,TCP,182652,DEV0012,0,8,0,0,12.115343456944824,0.3839649400649985,0
NW001987,2026-06-14 08:45:24,STF1008,staff-ops,internet,10.20.152.131,198.51.192.9,443,TCP,126848,DEV0391,0,8,0,1,11.75075268166959,0.4484600232730441,0
NW000411,2026-06-14 08:55:29,VND2033,vendor-vpn,operational-apps,10.60.157.64,10.20.10.91,3389,TCP,6167605,DEV0393,1,8,0,1,15.634821314104595,0.6792868671105222,1
NW002693,2026-06-14 08:56:44,STF1166,staff-ops,staff-ops,10.20.235.230,10.20.81.170,80,TCP,363681,DEV0204,0,8,0,0,12.804035138411328,0.4037751215438468,0
NW000269,2026-06-14 09:11:07,STF1018,staff-ops,staff-ops,10.20.254.241,10.20.42.242,8080,TCP,49276,DEV0143,0,9,0,0,10.805212719730967,0.4822536977759019,0
NW004364,2026-06-14 09:21:34,STF1054,staff-ops,internet,10.20.100.39,198.51.54.50,443,TCP,202725,DEV0270,0,9,0,1,12.219610592591318,0.440696166326014,0
NW002213,2026-06-14 09:44:52,VND2021,vendor-vpn,vendor-vpn,10.60.181.17,10.20.31.209,5432,TCP,264385,DEV0258,0,9,0,0,12.48516543548212,0.5460585722734899,0
NW005401,2026-06-14 09:56:15,STF1099,staff-ops,staff-ops,10.20.129.40,10.20.33.240,80,TCP,388016,DEV0206,0,9,0,0,12.868804432078576,0.40604887489614544,0
NW005219,2026-06-14 10:11:29,VND2025,vendor-vpn,vendor-vpn,10.60.217.117,10.20.249.20,8080,TCP,306936,DEV0239,0,10,0,0,12.634397793784142,0.5610949080513509,0
NW002850,2026-06-14 10:12:25,STF1054,staff-ops,staff-ops,10.20.49.211,10.20.58.70,80,TCP,218007,DEV0163,0,10,0,0,12.292287038345606,0.3905137685300428,0
NW002188,2026-06-14 10:12:50,STF1099,staff-ops,staff-ops,10.20.51.111,10.20.198.151,22,UDP,4388,DEV0053,0,10,0,0,8.386856689688234,0.599668469884042,0
NW002162,2026-06-14 10:34:50,STF1006,staff-ops,staff-ops,10.20.94.221,10.20.51.92,8080,TCP,365712,DEV0294,0,10,0,0,12.809604151769252,0.4650184225409575,0
NW005583,2026-06-14 10:41:49,VND2029,vendor-vpn,internet,10.60.165.125,198.51.79.165,443,TCP,344390,DEV0332,0,10,0,1,12.749532918790074,0.5367313408303207,0
NW003983,2026-06-14 11:11:43,STF1109,staff-ops,staff-ops,10.20.66.14,10.20.143.199,80,TCP,67601,DEV0289,0,11,0,0,11.12139284739222,0.4045201203260265,0
NW005472,2026-06-14 11:12:40,STF1036,staff-ops,staff-ops,10.20.210.163,10.20.237.55,8080,TCP,23249,DEV0042,0,11,0,0,10.054060411015502,0.505214989543736,0
NW001308,2026-06-14 11:14:32,STF1122,staff-ops,staff-ops,10.20.86.44,10.20.166.118,80,TCP,291708,DEV0137,0,11,0,0,12.583512008996578,0.3913503622417651,0
NW003594,2026-06-14 11:25:05,STF1084,staff-ops,staff-ops,10.20.157.89,10.20.190.70,443,TCP,181791,DEV0044,0,11,0,0,12.110618455356853,0.3776436153583002,0
NW003620,2026-06-14 11:27:38,STF1039,staff-ops,internet,10.20.235.179,198.51.251.156,80,TCP,255194,DEV0093,0,11,0,1,12.449783237784347,0.44809690312218997,0
NW005099,2026-06-14 11:32:09,STF1099,staff-ops,staff-ops,10.20.67.207,10.20.116.64,443,TCP,356124,DEV0080,0,11,0,0,12.783037071800209,0.38121518756147316,0
NW006041,2026-06-14 11:42:41,STF1028,staff-ops,staff-ops,10.20.156.38,10.20.243.154,443,TCP,5036,DEV0201,0,11,0,0,8.52456594574565,0.48059320342048756,0
NW001070,2026-06-14 11:47:49,STF1028,staff-ops,internet,10.20.248.242,198.51.56.131,443,TCP,109742,DEV0354,0,11,0,1,11.605896547582118,0.443069734624105,0
NW003927,2026-06-14 11:48:16,STF1174,staff-ops,staff-ops,10.20.2.27,10.20.196.178,80,TCP,239075,DEV0279,0,11,0,0,12.384536771996824,0.3891897198462456,0
NW002787,2026-06-14 11:48:53,VND2004,vendor-vpn,internet,10.60.65.3,198.51.40.58,3389,TCP,225952,DEV0046,0,11,0,1,12.328082292025016,0.5618912126716071,0
NW001206,2026-06-14 12:02:26,STF1074,staff-ops,staff-ops,10.20.174.5,10.20.151.33,3389,TCP,131266,DEV0044,0,12,0,0,11.78498869587591,0.43300068197859953,0
NW005363,2026-06-14 12:07:02,STF1097,staff-ops,internet,10.20.193.21,198.51.84.119,80,TCP,284555,DEV0042,0,12,0,1,12.55868534973411,0.4483268737088315,0
NW005298,2026-06-14 12:16:11,STF1010,staff-ops,internet,10.20.231.209,198.51.74.6,80,UDP,314145,DEV0286,0,12,0,1,12.657613124979061,0.5729169671640256,0
NW005928,2026-06-14 12:26:36,STF1028,staff-ops,staff-ops,10.20.192.201,10.20.211.170,443,TCP,38061,DEV0195,0,12,0,0,10.546971688076972,0.40658817186254437,0
NW005236,2026-06-14 12:30:48,STF1006,staff-ops,staff-ops,10.20.116.14,10.20.9.66,443,TCP,335965,DEV0220,0,12,0,0,12.724765243349049,0.38016918379566056,0
NW005213,2026-06-14 12:32:50,STF1057,staff-ops,staff-ops,10.20.234.57,10.20.197.251,80,UDP,274393,DEV0268,0,12,0,0,12.522320308705593,0.49842511740088513,0
NW000158,2026-06-14 12:46:43,STF1053,staff-ops,staff-ops,10.20.205.223,10.20.6.140,8080,TCP,199157,DEV0098,0,12,0,0,12.201853758528552,0.44603314689573137,0
NW006236,2026-06-14 12:50:37,VND2010,vendor-vpn,internet,10.60.14.234,198.51.190.109,80,TCP,200152,DEV0252,0,12,0,1,12.20683735306682,0.5378966730873177,0
NW001466,2026-06-14 12:55:57,STF1013,staff-ops,staff-ops,10.20.215.79,10.20.151.196,445,UDP,337640,DEV0295,0,12,0,0,12.729738479827661,0.4892733392624654,0
NW000148,2026-06-14 12:56:14,VND2008,vendor-vpn,vendor-vpn,10.60.76.185,10.20.78.107,443,UDP,91486,DEV0222,0,12,0,0,11.423952164667059,0.6065739211110862,0
NW006205,2026-06-14 12:57:29,STF1095,staff-ops,staff-ops,10.20.4.226,10.20.89.85,443,TCP,130352,DEV0085,0,12,0,0,11.77800143405653,0.37911531612545285,0
NW000624,2026-06-14 12:57:48,STF1159,staff-ops,internet,10.20.156.109,198.51.46.102,443,TCP,387809,DEV0299,0,12,0,1,12.868270807946104,0.4493051837246044,0
NW003611,2026-06-14 13:14:32,STF1144,staff-ops,staff-ops,10.20.69.233,10.20.136.217,3389,UDP,212899,DEV0176,0,13,0,0,12.26857785088157,0.5348942159333283,0
