session_id,timestamp,user_id,role,vendor_firm,application,action,privilege_level,outcome,is_anomalous
OP000195,2026-06-11T12:14:53,STF1070,staff,,Cargo-Manifest-System,view_manifest,standard,success,0
OP000917,2026-06-11T12:33:58,STF1024,staff,,Gate-Management-System,update_schedule,standard,success,0
OP002703,2026-06-11T13:07:11,STF1123,staff,,Airfield-Ops-Portal,export_report,standard,success,0
OP002724,2026-06-11T13:23:20,VND2018,vendor,Falcon Cargo Handling,Airfield-Ops-Portal,update_schedule,standard,success,0
OP003068,2026-06-11T13:33:40,STF1001,staff,,Departure-Control-System,read_sensor_status,standard,success,0
OP000413,2026-06-11T13:35:20,VND2018,vendor,Falcon Cargo Handling,Departure-Control-System,read_sensor_status,standard,success,0
OP001744,2026-06-11T13:36:34,STF1166,staff,,Baggage-Handling-System,update_schedule,standard,success,0
OP001571,2026-06-11T14:16:15,VND2026,vendor,Horizon Cleaning Services,Airfield-Ops-Portal,export_report,standard,success,0
OP000053,2026-06-11T15:07:34,VND2012,vendor,AeroFuel Solutions,Cargo-Manifest-System,view_manifest,standard,success,0
OP002541,2026-06-11T15:10:07,STF1096,staff,,Baggage-Handling-System,update_schedule,standard,success,0
OP001995,2026-06-11T15:57:16,VND2006,vendor,Coastal Catering Co,Baggage-Handling-System,read_sensor_status,standard,success,0
OP003067,2026-06-11T16:14:17,STF1073,staff,,Baggage-Handling-System,modify_routing_rule,elevated,success,0
OP001127,2026-06-11T16:25:25,STF1015,staff,,Cargo-Manifest-System,update_schedule,standard,success,0
OP002525,2026-06-11T16:40:07,STF1034,staff,,Airfield-Ops-Portal,update_schedule,standard,success,0
OP001563,2026-06-11T16:40:51,STF1099,staff,,Gate-Management-System,modify_routing_rule,elevated,success,0
OP002887,2026-06-11T16:58:03,STF1043,staff,,Gate-Management-System,read_sensor_status,standard,success,0
OP002520,2026-06-11T17:05:56,STF1144,staff,,Departure-Control-System,view_manifest,standard,success,0
OP002783,2026-06-11T17:10:37,VND2006,vendor,Coastal Catering Co,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP001043,2026-06-11T17:41:20,VND2000,vendor,SkyLink Ground Services,Cargo-Manifest-System,update_schedule,standard,success,0
OP000358,2026-06-11T17:45:23,STF1049,staff,,Gate-Management-System,view_manifest,standard,success,0
OP002889,2026-06-11T18:37:17,VND2004,vendor,Falcon Cargo Handling,Departure-Control-System,read_sensor_status,standard,success,0
OP002764,2026-06-11T18:40:53,STF1023,staff,,Cargo-Manifest-System,update_schedule,standard,success,0
OP002769,2026-06-11T18:42:54,STF1042,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP002280,2026-06-11T19:17:25,STF1165,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP000491,2026-06-11T19:18:43,STF1099,staff,,Cargo-Manifest-System,view_manifest,standard,success,0
OP002362,2026-06-11T19:20:52,VND2009,vendor,Falcon Cargo Handling,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP002710,2026-06-11T19:31:23,VND2024,vendor,AeroFuel Solutions,Baggage-Handling-System,view_manifest,standard,success,0
OP001881,2026-06-11T19:38:39,STF1170,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP002805,2026-06-11T19:50:41,STF1034,staff,,Departure-Control-System,admin_config_change,elevated,success,0
OP000408,2026-06-11T20:00:16,STF1075,staff,,Gate-Management-System,modify_routing_rule,elevated,success,0
OP002465,2026-06-11T20:03:50,VND2019,vendor,Falcon Cargo Handling,Cargo-Manifest-System,export_report,standard,success,0
OP002873,2026-06-11T20:12:15,STF1132,staff,,Cargo-Manifest-System,modify_routing_rule,elevated,success,0
OP001135,2026-06-11T20:14:50,VND2027,vendor,Meridian Aircraft Maintenance,Departure-Control-System,view_manifest,standard,denied,0
OP001267,2026-06-11T20:28:43,STF1029,staff,,Cargo-Manifest-System,export_report,standard,success,0
OP002535,2026-06-11T20:52:02,STF1127,staff,,Gate-Management-System,create_user,elevated,success,0
OP001678,2026-06-11T20:52:13,STF1164,staff,,Cargo-Manifest-System,download_bulk_data,elevated,success,1
OP000757,2026-06-11T23:44:53,VND2023,vendor,SkyLink Ground Services,Gate-Management-System,create_user,elevated,denied,1
OP001280,2026-06-12T00:25:40,STF1132,staff,,Cargo-Manifest-System,read_sensor_status,standard,success,0
OP000134,2026-06-12T01:33:14,VND2025,vendor,SkyLink Ground Services,Departure-Control-System,export_report,standard,success,0
OP000327,2026-06-12T02:55:48,VND2030,vendor,Meridian Aircraft Maintenance,Gate-Management-System,modify_routing_rule,elevated,success,0
OP000839,2026-06-12T04:03:57,VND2012,vendor,AeroFuel Solutions,Departure-Control-System,read_sensor_status,standard,success,0
OP002956,2026-06-12T06:12:06,VND2019,vendor,Falcon Cargo Handling,Cargo-Manifest-System,view_manifest,standard,success,0
OP000574,2026-06-12T06:39:33,STF1071,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP001785,2026-06-12T06:49:29,STF1165,staff,,Gate-Management-System,export_report,standard,success,0
OP000062,2026-06-12T06:50:55,STF1050,staff,,Departure-Control-System,update_schedule,standard,success,0
OP001216,2026-06-12T06:59:54,VND2017,vendor,Horizon Cleaning Services,Departure-Control-System,read_sensor_status,standard,success,0
OP000864,2026-06-12T07:02:23,STF1052,staff,,Departure-Control-System,export_report,standard,success,0
OP000496,2026-06-12T07:04:43,STF1052,staff,,Cargo-Manifest-System,modify_routing_rule,elevated,success,0
OP001636,2026-06-12T07:10:54,VND2008,vendor,SkyLink Ground Services,Gate-Management-System,export_report,standard,success,0
OP000433,2026-06-12T07:22:14,VND2015,vendor,AeroFuel Solutions,Airfield-Ops-Portal,export_report,standard,success,0
OP000443,2026-06-12T07:24:51,VND2015,vendor,AeroFuel Solutions,Departure-Control-System,update_schedule,standard,success,0
OP001427,2026-06-12T08:10:20,STF1151,staff,,Departure-Control-System,update_schedule,standard,success,0
OP000120,2026-06-12T08:43:40,STF1057,staff,,Departure-Control-System,read_sensor_status,standard,success,0
OP002758,2026-06-12T08:46:49,STF1043,staff,,Baggage-Handling-System,modify_routing_rule,elevated,success,0
OP001228,2026-06-12T09:12:15,VND2003,vendor,Falcon Cargo Handling,Baggage-Handling-System,export_report,standard,success,0
OP000535,2026-06-12T09:17:20,STF1141,staff,,Gate-Management-System,export_report,standard,success,0
OP001912,2026-06-12T09:21:07,STF1114,staff,,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP000336,2026-06-12T10:03:44,STF1164,staff,,Airfield-Ops-Portal,download_bulk_data,elevated,success,1
OP000667,2026-06-12T10:15:08,VND2023,vendor,SkyLink Ground Services,Gate-Management-System,view_manifest,standard,success,0
OP002171,2026-06-12T10:54:45,VND2012,vendor,AeroFuel Solutions,Cargo-Manifest-System,read_sensor_status,standard,success,0
OP002677,2026-06-12T11:43:52,VND2008,vendor,SkyLink Ground Services,Gate-Management-System,view_manifest,standard,success,0
OP001491,2026-06-12T11:44:55,VND2012,vendor,AeroFuel Solutions,Gate-Management-System,create_user,elevated,success,0
OP001352,2026-06-12T11:46:26,STF1128,staff,,Departure-Control-System,admin_config_change,elevated,success,0
OP001060,2026-06-12T12:02:22,VND2004,vendor,Falcon Cargo Handling,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP001290,2026-06-12T12:11:36,VND2008,vendor,SkyLink Ground Services,Airfield-Ops-Portal,create_user,elevated,denied,0
OP002384,2026-06-12T12:15:53,STF1029,staff,,Baggage-Handling-System,modify_routing_rule,elevated,success,0
OP002126,2026-06-12T12:31:29,STF1124,staff,,Gate-Management-System,read_sensor_status,standard,success,0
OP000029,2026-06-12T12:32:46,STF1143,staff,,Departure-Control-System,update_schedule,standard,denied,0
OP001432,2026-06-12T12:34:38,STF1030,staff,,Cargo-Manifest-System,create_user,elevated,success,0
OP001350,2026-06-12T12:58:19,STF1086,staff,,Gate-Management-System,view_manifest,standard,success,0
OP001540,2026-06-12T13:04:38,STF1166,staff,,Airfield-Ops-Portal,update_schedule,standard,success,0
OP002052,2026-06-12T13:10:53,STF1115,staff,,Gate-Management-System,update_schedule,standard,success,0
OP002598,2026-06-12T13:12:50,STF1088,staff,,Baggage-Handling-System,export_report,standard,success,0
OP001783,2026-06-12T14:01:27,VND2000,vendor,SkyLink Ground Services,Departure-Control-System,admin_config_change,elevated,success,0
OP001920,2026-06-12T15:37:17,STF1054,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP000426,2026-06-12T16:19:27,STF1046,staff,,Baggage-Handling-System,read_sensor_status,standard,success,0
OP000463,2026-06-12T16:23:53,VND2009,vendor,Falcon Cargo Handling,Gate-Management-System,view_manifest,standard,success,0
OP001394,2026-06-12T16:28:30,VND2009,vendor,Falcon Cargo Handling,Departure-Control-System,update_schedule,standard,success,0
OP001538,2026-06-12T16:34:19,STF1172,staff,,Departure-Control-System,read_sensor_status,standard,success,0
OP000365,2026-06-12T16:48:54,STF1139,staff,,Departure-Control-System,download_bulk_data,elevated,success,0
OP002161,2026-06-12T16:50:50,STF1020,staff,,Airfield-Ops-Portal,update_schedule,standard,success,0
OP001607,2026-06-12T16:51:54,STF1145,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP000487,2026-06-12T16:58:27,STF1044,staff,,Departure-Control-System,view_manifest,standard,success,0
OP001391,2026-06-12T17:01:26,STF1112,staff,,Baggage-Handling-System,export_report,standard,success,0
OP000374,2026-06-12T17:14:37,STF1133,staff,,Baggage-Handling-System,view_manifest,standard,denied,0
OP001610,2026-06-12T17:31:29,VND2014,vendor,AeroFuel Solutions,Gate-Management-System,download_bulk_data,elevated,success,0
OP002194,2026-06-12T17:51:00,STF1079,staff,,Airfield-Ops-Portal,create_user,elevated,success,0
OP001926,2026-06-12T18:01:55,VND2000,vendor,SkyLink Ground Services,Airfield-Ops-Portal,modify_routing_rule,elevated,success,0
OP002089,2026-06-12T18:18:41,STF1047,staff,,Cargo-Manifest-System,update_schedule,standard,success,0
OP000318,2026-06-12T18:27:37,VND2026,vendor,Horizon Cleaning Services,Departure-Control-System,modify_routing_rule,elevated,success,0
OP001420,2026-06-12T18:31:28,VND2034,vendor,SkyLink Ground Services,Departure-Control-System,create_user,elevated,success,0
OP001044,2026-06-12T19:09:30,STF1021,staff,,Baggage-Handling-System,export_report,standard,success,0
OP002425,2026-06-12T19:12:16,VND2028,vendor,Horizon Cleaning Services,Cargo-Manifest-System,view_manifest,standard,success,0
OP002559,2026-06-12T19:43:32,STF1170,staff,,Airfield-Ops-Portal,export_report,standard,success,0
OP001999,2026-06-12T20:24:58,VND2009,vendor,Falcon Cargo Handling,Gate-Management-System,view_manifest,standard,success,0
OP001796,2026-06-12T20:26:06,VND2018,vendor,Falcon Cargo Handling,Baggage-Handling-System,download_bulk_data,elevated,success,0
OP001364,2026-06-12T20:30:13,VND2008,vendor,SkyLink Ground Services,Airfield-Ops-Portal,export_report,standard,success,0
OP000551,2026-06-12T21:09:29,STF1176,staff,,Departure-Control-System,admin_config_change,elevated,success,0
OP001114,2026-06-12T21:34:18,STF1073,staff,,Airfield-Ops-Portal,export_report,standard,success,0
OP001814,2026-06-12T21:38:32,VND2016,vendor,AeroFuel Solutions,Baggage-Handling-System,export_report,standard,success,0
OP000908,2026-06-13T02:04:00,STF1038,staff,,Departure-Control-System,admin_config_change,elevated,success,0
OP000852,2026-06-13T02:19:58,VND2023,vendor,SkyLink Ground Services,Departure-Control-System,update_schedule,standard,success,0
OP000338,2026-06-13T02:20:09,STF1055,staff,,Cargo-Manifest-System,view_manifest,standard,success,0
OP000722,2026-06-13T06:07:54,STF1145,staff,,Gate-Management-System,update_schedule,standard,success,0
OP002412,2026-06-13T06:28:22,STF1010,staff,,Baggage-Handling-System,update_schedule,standard,success,0
OP000604,2026-06-13T06:49:32,VND2011,vendor,Falcon Cargo Handling,Departure-Control-System,admin_config_change,elevated,success,0
OP001652,2026-06-13T07:02:03,STF1058,staff,,Departure-Control-System,export_report,standard,success,0
OP000664,2026-06-13T07:05:48,STF1110,staff,,Baggage-Handling-System,read_sensor_status,standard,success,0
OP000826,2026-06-13T07:26:13,STF1073,staff,,Airfield-Ops-Portal,export_report,standard,success,0
OP001911,2026-06-13T07:37:44,STF1172,staff,,Departure-Control-System,modify_routing_rule,elevated,success,0
OP002270,2026-06-13T07:56:21,VND2032,vendor,AeroFuel Solutions,Gate-Management-System,update_schedule,standard,success,0
OP000552,2026-06-13T08:06:51,VND2014,vendor,AeroFuel Solutions,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP001434,2026-06-13T08:10:40,VND2001,vendor,Meridian Aircraft Maintenance,Airfield-Ops-Portal,export_report,standard,success,0
OP002339,2026-06-13T08:23:45,VND2008,vendor,SkyLink Ground Services,Cargo-Manifest-System,export_report,standard,success,0
OP002199,2026-06-13T08:41:05,VND2031,vendor,Meridian Aircraft Maintenance,Airfield-Ops-Portal,admin_config_change,elevated,denied,0
OP000403,2026-06-13T09:13:40,STF1115,staff,,Departure-Control-System,export_report,standard,success,0
OP002282,2026-06-13T09:17:27,STF1005,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP001933,2026-06-13T09:49:57,STF1086,staff,,Departure-Control-System,update_schedule,standard,success,0
OP002452,2026-06-13T09:57:53,STF1011,staff,,Cargo-Manifest-System,create_user,elevated,success,0
OP000647,2026-06-13T10:17:57,STF1010,staff,,Cargo-Manifest-System,export_report,standard,success,0
OP002754,2026-06-13T10:28:06,STF1167,staff,,Departure-Control-System,export_report,standard,success,0
OP001320,2026-06-13T10:39:07,VND2005,vendor,AeroFuel Solutions,Gate-Management-System,export_report,standard,success,0
OP003026,2026-06-13T10:39:14,STF1115,staff,,Cargo-Manifest-System,download_bulk_data,elevated,success,0
OP001692,2026-06-13T10:49:09,STF1115,staff,,Departure-Control-System,export_report,standard,success,0
OP001179,2026-06-13T10:53:04,VND2027,vendor,Meridian Aircraft Maintenance,Airfield-Ops-Portal,update_schedule,standard,success,0
OP002437,2026-06-13T10:54:32,VND2012,vendor,AeroFuel Solutions,Airfield-Ops-Portal,modify_routing_rule,elevated,success,0
OP002667,2026-06-13T11:01:23,STF1031,staff,,Airfield-Ops-Portal,update_schedule,standard,success,0
OP003069,2026-06-13T11:05:09,STF1152,staff,,Cargo-Manifest-System,read_sensor_status,standard,success,0
OP001945,2026-06-13T11:07:35,STF1101,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP000472,2026-06-13T11:11:06,STF1124,staff,,Departure-Control-System,update_schedule,standard,success,0
OP001266,2026-06-13T11:58:54,STF1058,staff,,Gate-Management-System,view_manifest,standard,success,0
OP001530,2026-06-13T12:01:26,STF1023,staff,,Cargo-Manifest-System,view_manifest,standard,success,0
OP002918,2026-06-13T12:21:40,VND2007,vendor,SkyLink Ground Services,Baggage-Handling-System,read_sensor_status,standard,success,0
OP002674,2026-06-13T12:28:38,STF1168,staff,,Baggage-Handling-System,read_sensor_status,standard,success,0
OP002619,2026-06-13T12:39:48,VND2000,vendor,SkyLink Ground Services,Gate-Management-System,read_sensor_status,standard,success,0
OP001820,2026-06-13T13:00:15,VND2031,vendor,Meridian Aircraft Maintenance,Cargo-Manifest-System,view_manifest,standard,success,0
OP000300,2026-06-13T13:16:13,STF1108,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP002578,2026-06-13T13:17:45,STF1174,staff,,Cargo-Manifest-System,view_manifest,standard,success,0
OP001222,2026-06-13T13:56:14,STF1163,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP001328,2026-06-13T14:04:01,STF1004,staff,,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP000143,2026-06-13T14:21:46,STF1053,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP000133,2026-06-13T14:26:13,STF1137,staff,,Departure-Control-System,modify_routing_rule,elevated,success,0
OP000317,2026-06-13T14:48:44,STF1142,staff,,Gate-Management-System,export_report,standard,success,0
OP001492,2026-06-13T14:56:24,VND2003,vendor,Falcon Cargo Handling,Baggage-Handling-System,read_sensor_status,standard,success,0
OP002303,2026-06-13T15:05:38,STF1164,staff,,Airfield-Ops-Portal,download_bulk_data,elevated,success,0
OP002800,2026-06-13T15:11:35,VND2002,vendor,Horizon Cleaning Services,Airfield-Ops-Portal,modify_routing_rule,elevated,success,0
OP000857,2026-06-13T15:15:57,STF1128,staff,,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP001554,2026-06-13T15:41:52,STF1037,staff,,Gate-Management-System,view_manifest,standard,success,0
OP002673,2026-06-13T15:46:57,STF1016,staff,,Baggage-Handling-System,export_report,standard,success,0
OP001418,2026-06-13T15:54:51,STF1028,staff,,Cargo-Manifest-System,create_user,elevated,success,0
OP001123,2026-06-13T15:55:16,STF1120,staff,,Baggage-Handling-System,export_report,standard,success,0
OP001353,2026-06-13T16:11:51,STF1049,staff,,Cargo-Manifest-System,modify_routing_rule,elevated,denied,0
OP001058,2026-06-13T16:13:33,STF1082,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP001633,2026-06-13T16:15:34,STF1115,staff,,Cargo-Manifest-System,export_report,standard,success,0
OP001428,2026-06-13T16:17:13,VND2029,vendor,Horizon Cleaning Services,Departure-Control-System,modify_routing_rule,elevated,success,0
OP001373,2026-06-13T16:19:42,STF1173,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP002304,2026-06-13T16:23:09,STF1116,staff,,Gate-Management-System,export_report,standard,success,0
OP002422,2026-06-13T17:05:32,VND2006,vendor,Coastal Catering Co,Airfield-Ops-Portal,modify_routing_rule,elevated,success,0
OP002103,2026-06-13T17:08:36,STF1103,staff,,Baggage-Handling-System,update_schedule,standard,success,0
OP002432,2026-06-13T17:29:11,VND2031,vendor,Meridian Aircraft Maintenance,Baggage-Handling-System,view_manifest,standard,success,0
OP000398,2026-06-13T18:19:09,VND2025,vendor,SkyLink Ground Services,Departure-Control-System,export_report,standard,success,0
OP002024,2026-06-13T18:28:38,STF1073,staff,,Cargo-Manifest-System,read_sensor_status,standard,success,0
OP001338,2026-06-13T18:34:51,VND2031,vendor,Meridian Aircraft Maintenance,Baggage-Handling-System,update_schedule,standard,success,0
OP000662,2026-06-13T18:35:03,VND2006,vendor,Coastal Catering Co,Gate-Management-System,view_manifest,standard,success,0
OP000470,2026-06-13T18:40:03,VND2003,vendor,Falcon Cargo Handling,Cargo-Manifest-System,admin_config_change,elevated,success,0
OP001541,2026-06-13T19:21:50,STF1108,staff,,Cargo-Manifest-System,view_manifest,standard,success,0
OP000199,2026-06-13T19:26:22,STF1005,staff,,Airfield-Ops-Portal,download_bulk_data,elevated,success,0
OP000705,2026-06-13T20:02:37,STF1018,staff,,Cargo-Manifest-System,export_report,standard,success,0
OP000368,2026-06-13T20:06:34,STF1144,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP000440,2026-06-13T20:42:17,STF1156,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP000112,2026-06-13T20:43:24,STF1118,staff,,Departure-Control-System,update_schedule,standard,success,0
OP002556,2026-06-13T20:44:35,STF1051,staff,,Gate-Management-System,read_sensor_status,standard,success,0
OP002151,2026-06-13T20:51:16,VND2027,vendor,Meridian Aircraft Maintenance,Airfield-Ops-Portal,view_manifest,standard,success,0
OP002058,2026-06-13T21:14:24,STF1068,staff,,Departure-Control-System,modify_routing_rule,elevated,success,0
OP002615,2026-06-13T21:14:26,STF1165,staff,,Cargo-Manifest-System,read_sensor_status,standard,success,0
OP001590,2026-06-13T21:25:27,STF1073,staff,,Gate-Management-System,update_schedule,standard,success,0
OP000813,2026-06-13T21:28:01,STF1123,staff,,Departure-Control-System,update_schedule,standard,success,0
OP001648,2026-06-13T21:28:51,VND2017,vendor,Horizon Cleaning Services,Gate-Management-System,update_schedule,standard,success,0
OP000764,2026-06-13T21:41:21,STF1146,staff,,Baggage-Handling-System,update_schedule,standard,success,0
OP003002,2026-06-13T23:50:02,VND2017,vendor,Horizon Cleaning Services,Airfield-Ops-Portal,view_manifest,standard,success,0
OP002098,2026-06-14T00:35:37,VND2032,vendor,AeroFuel Solutions,Departure-Control-System,read_sensor_status,standard,success,0
OP001565,2026-06-14T02:40:22,STF1037,staff,,Baggage-Handling-System,read_sensor_status,standard,success,0
OP001500,2026-06-14T02:48:43,STF1039,staff,,Departure-Control-System,read_sensor_status,standard,success,0
OP001098,2026-06-14T03:12:56,STF1141,staff,,Gate-Management-System,update_schedule,standard,success,0
OP002378,2026-06-14T06:04:35,VND2004,vendor,Falcon Cargo Handling,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP000376,2026-06-14T06:08:23,VND2032,vendor,AeroFuel Solutions,Departure-Control-System,view_manifest,standard,success,0
OP001426,2026-06-14T06:14:03,VND2006,vendor,Coastal Catering Co,Airfield-Ops-Portal,view_manifest,standard,success,0
OP000931,2026-06-14T06:38:14,STF1098,staff,,Departure-Control-System,view_manifest,standard,success,0
OP002713,2026-06-14T06:42:11,VND2008,vendor,SkyLink Ground Services,Cargo-Manifest-System,view_manifest,standard,success,0
OP002611,2026-06-14T07:04:16,STF1161,staff,,Cargo-Manifest-System,export_report,standard,success,0
OP002701,2026-06-14T07:52:55,VND2028,vendor,Horizon Cleaning Services,Airfield-Ops-Portal,export_report,standard,success,0
OP002490,2026-06-14T07:57:46,VND2023,vendor,SkyLink Ground Services,Departure-Control-System,download_bulk_data,elevated,success,1
OP002040,2026-06-14T08:14:10,STF1127,staff,,Airfield-Ops-Portal,modify_routing_rule,elevated,success,0
OP002664,2026-06-14T09:01:35,STF1100,staff,,Cargo-Manifest-System,view_manifest,standard,success,0
OP000553,2026-06-14T09:14:37,STF1139,staff,,Baggage-Handling-System,read_sensor_status,standard,success,0
OP001966,2026-06-14T09:36:57,STF1126,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP002833,2026-06-14T09:37:36,STF1100,staff,,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP002651,2026-06-14T10:00:21,VND2017,vendor,Horizon Cleaning Services,Departure-Control-System,modify_routing_rule,elevated,success,0
OP002612,2026-06-14T10:07:44,VND2005,vendor,AeroFuel Solutions,Gate-Management-System,update_schedule,standard,success,0
OP001599,2026-06-14T10:14:04,VND2005,vendor,AeroFuel Solutions,Gate-Management-System,export_report,standard,success,0
OP001771,2026-06-14T10:18:00,STF1140,staff,,Departure-Control-System,view_manifest,standard,success,0
OP001885,2026-06-14T10:19:15,STF1085,staff,,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP001539,2026-06-14T11:01:46,STF1001,staff,,Gate-Management-System,admin_config_change,elevated,success,0
OP000421,2026-06-14T11:04:55,VND2026,vendor,Horizon Cleaning Services,Cargo-Manifest-System,view_manifest,standard,success,0
OP001838,2026-06-14T11:11:58,STF1015,staff,,Cargo-Manifest-System,view_manifest,standard,success,0
OP001842,2026-06-14T11:18:14,STF1012,staff,,Departure-Control-System,export_report,standard,success,0
OP002690,2026-06-14T11:35:25,STF1083,staff,,Airfield-Ops-Portal,update_schedule,standard,success,0
OP000448,2026-06-14T11:39:56,STF1156,staff,,Departure-Control-System,update_schedule,standard,success,0
OP000691,2026-06-14T11:43:51,STF1036,staff,,Baggage-Handling-System,export_report,standard,success,0
OP000575,2026-06-14T11:44:28,STF1025,staff,,Departure-Control-System,view_manifest,standard,success,0
OP001411,2026-06-14T12:09:17,STF1146,staff,,Airfield-Ops-Portal,export_report,standard,success,0
OP002588,2026-06-14T12:24:52,STF1071,staff,,Gate-Management-System,export_report,standard,success,0
OP000370,2026-06-14T12:31:31,VND2033,vendor,Meridian Aircraft Maintenance,Baggage-Handling-System,admin_config_change,elevated,success,0
OP001238,2026-06-14T12:38:56,VND2024,vendor,AeroFuel Solutions,Departure-Control-System,export_report,standard,success,0
OP001250,2026-06-14T12:43:08,STF1084,staff,,Airfield-Ops-Portal,export_report,standard,success,0
OP002796,2026-06-14T12:49:04,STF1081,staff,,Departure-Control-System,export_report,standard,success,0
OP002370,2026-06-14T13:05:55,VND2019,vendor,Falcon Cargo Handling,Gate-Management-System,view_manifest,standard,success,0
OP001475,2026-06-14T13:25:39,STF1039,staff,,Gate-Management-System,view_manifest,standard,success,0
OP002584,2026-06-14T13:36:56,STF1039,staff,,Departure-Control-System,update_schedule,standard,success,0
OP000346,2026-06-14T13:41:43,VND2019,vendor,Falcon Cargo Handling,Cargo-Manifest-System,update_schedule,standard,success,0
OP001580,2026-06-14T14:04:46,VND2026,vendor,Horizon Cleaning Services,Gate-Management-System,view_manifest,standard,success,0
OP002320,2026-06-14T14:34:17,STF1045,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP000256,2026-06-14T15:28:02,STF1127,staff,,Gate-Management-System,view_manifest,standard,success,0
OP002563,2026-06-14T15:36:37,STF1168,staff,,Departure-Control-System,modify_routing_rule,elevated,success,0
OP001653,2026-06-14T15:40:21,STF1085,staff,,Cargo-Manifest-System,view_manifest,standard,success,0
OP002825,2026-06-14T16:09:14,VND2013,vendor,Falcon Cargo Handling,Cargo-Manifest-System,view_manifest,standard,success,0
OP000951,2026-06-14T16:31:15,STF1090,staff,,Cargo-Manifest-System,update_schedule,standard,success,0
OP000790,2026-06-14T16:37:04,VND2016,vendor,AeroFuel Solutions,Baggage-Handling-System,modify_routing_rule,elevated,success,0
OP002009,2026-06-14T16:38:03,VND2030,vendor,Meridian Aircraft Maintenance,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP001861,2026-06-14T16:46:16,STF1075,staff,,Cargo-Manifest-System,export_report,standard,denied,0
OP002136,2026-06-14T16:51:05,VND2028,vendor,Horizon Cleaning Services,Cargo-Manifest-System,create_user,elevated,success,0
OP002273,2026-06-14T16:51:56,STF1031,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP001196,2026-06-14T16:53:11,STF1072,staff,,Airfield-Ops-Portal,admin_config_change,elevated,success,0
OP002431,2026-06-14T17:02:10,VND2002,vendor,Horizon Cleaning Services,Airfield-Ops-Portal,view_manifest,standard,success,0
OP000061,2026-06-14T17:12:36,VND2014,vendor,AeroFuel Solutions,Airfield-Ops-Portal,update_schedule,standard,success,0
OP000136,2026-06-14T18:13:05,STF1087,staff,,Cargo-Manifest-System,export_report,standard,success,0
OP000075,2026-06-14T18:14:15,VND2008,vendor,SkyLink Ground Services,Baggage-Handling-System,update_schedule,standard,denied,0
OP000999,2026-06-14T18:30:35,VND2025,vendor,SkyLink Ground Services,Gate-Management-System,read_sensor_status,standard,success,0
OP002289,2026-06-14T18:37:54,STF1110,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP000732,2026-06-14T18:44:58,STF1049,staff,,Airfield-Ops-Portal,download_bulk_data,elevated,success,0
OP000128,2026-06-14T19:41:00,VND2031,vendor,Meridian Aircraft Maintenance,Gate-Management-System,admin_config_change,elevated,success,0
OP002381,2026-06-14T20:24:04,STF1022,staff,,Baggage-Handling-System,admin_config_change,elevated,success,0
OP002087,2026-06-14T20:28:24,STF1046,staff,,Gate-Management-System,view_manifest,standard,success,0
OP000821,2026-06-14T20:43:20,STF1126,staff,,Baggage-Handling-System,update_schedule,standard,success,0
OP001963,2026-06-14T20:51:55,STF1095,staff,,Airfield-Ops-Portal,update_schedule,standard,success,0
OP000811,2026-06-14T20:55:15,VND2025,vendor,SkyLink Ground Services,Departure-Control-System,read_sensor_status,standard,success,0
OP001975,2026-06-14T21:03:30,STF1147,staff,,Gate-Management-System,read_sensor_status,standard,success,0
OP000808,2026-06-14T21:14:10,STF1152,staff,,Gate-Management-System,update_schedule,standard,success,0
OP003036,2026-06-14T21:25:16,VND2007,vendor,SkyLink Ground Services,Baggage-Handling-System,read_sensor_status,standard,success,0
OP001929,2026-06-14T21:39:29,VND2020,vendor,Coastal Catering Co,Cargo-Manifest-System,view_manifest,standard,success,0
