event_id,timestamp,user_id,src_segment,dst_segment,src_ip,dst_ip,port,protocol,bytes,device_id,is_anomalous
NW005196,2026-06-10T01:29:28,STF1074,staff-ops,staff-ops,10.20.150.32,10.20.128.92,443,TCP,298286,DEV0200,0
NW005057,2026-06-10T01:44:37,STF1160,staff-ops,operational-apps,10.20.79.219,10.20.98.197,22,UDP,6168379,DEV0223,1
NW000923,2026-06-10T02:17:07,STF1070,staff-ops,staff-ops,10.20.23.33,10.20.244.36,443,TCP,227484,DEV0367,0
NW002986,2026-06-10T02:38:41,STF1099,staff-ops,staff-ops,10.20.91.114,10.20.91.159,445,TCP,336710,DEV0287,0
NW004022,2026-06-10T02:54:33,VND2025,vendor-vpn,vendor-vpn,10.60.35.191,10.20.24.32,443,TCP,125150,DEV0095,0
NW005278,2026-06-10T03:02:15,STF1040,staff-ops,staff-ops,10.20.79.113,10.20.226.177,443,TCP,139804,DEV0122,0
NW001106,2026-06-10T03:03:06,STF1076,staff-ops,staff-ops,10.20.217.192,10.20.193.93,443,TCP,220471,DEV0133,0
NW005905,2026-06-10T03:41:31,STF1120,staff-ops,staff-ops,10.20.183.140,10.20.202.251,443,TCP,25901,DEV0392,0
NW005315,2026-06-10T04:15:10,STF1022,staff-ops,staff-ops,10.20.65.120,10.20.59.107,8080,TCP,65707,DEV0016,0
NW004726,2026-06-10T04:27:08,VND2027,vendor-vpn,vendor-vpn,10.60.46.115,10.20.164.15,8080,TCP,276634,DEV0143,0
NW004251,2026-06-10T04:42:36,STF1143,staff-ops,staff-ops,10.20.112.241,10.20.113.16,443,TCP,97158,DEV0205,0
NW006234,2026-06-10T06:12:01,VND2016,vendor-vpn,vendor-vpn,10.60.187.133,10.20.47.202,443,TCP,159174,DEV0027,0
NW000122,2026-06-10T06:13:56,STF1063,staff-ops,staff-ops,10.20.132.63,10.20.98.1,8080,TCP,71796,DEV0097,0
NW004692,2026-06-10T06:14:15,STF1015,staff-ops,staff-ops,10.20.217.108,10.20.186.72,443,TCP,254776,DEV0264,0
NW004184,2026-06-10T06:18:57,VND2020,vendor-vpn,vendor-vpn,10.60.134.129,10.20.226.193,22,TCP,112850,DEV0282,0
NW003572,2026-06-10T06:24:32,VND2012,vendor-vpn,internet,10.60.188.164,198.51.145.93,8080,TCP,147545,DEV0363,0
NW000781,2026-06-10T06:27:20,VND2009,vendor-vpn,vendor-vpn,10.60.105.242,10.20.222.235,8080,TCP,304798,DEV0248,0
NW004010,2026-06-10T06:29:35,STF1121,staff-ops,internet,10.20.234.184,198.51.246.18,8080,TCP,99367,DEV0013,0
NW002282,2026-06-10T06:32:16,STF1017,staff-ops,internet,10.20.149.235,198.51.140.249,443,TCP,210384,DEV0052,0
NW004141,2026-06-10T06:36:22,STF1016,staff-ops,staff-ops,10.20.29.34,10.20.56.80,443,TCP,98696,DEV0019,0
NW000443,2026-06-10T06:38:03,STF1159,staff-ops,staff-ops,10.20.83.182,10.20.128.7,443,UDP,369172,DEV0315,0
NW005507,2026-06-10T06:38:53,STF1095,staff-ops,staff-ops,10.20.56.38,10.20.99.110,80,UDP,126552,DEV0384,0
NW005438,2026-06-10T06:40:57,VND2018,vendor-vpn,vendor-vpn,10.60.180.121,10.20.41.179,443,TCP,54056,DEV0227,0
NW000260,2026-06-10T06:47:14,STF1118,staff-ops,staff-ops,10.20.234.28,10.20.54.137,443,TCP,164722,DEV0275,0
NW003181,2026-06-10T06:50:26,VND2015,vendor-vpn,internet,10.60.98.246,198.51.37.8,80,TCP,274946,DEV0199,0
NW004927,2026-06-10T06:56:16,STF1029,staff-ops,staff-ops,10.20.48.209,10.20.148.23,80,TCP,394610,DEV0097,0
NW004214,2026-06-10T07:01:09,STF1172,staff-ops,staff-ops,10.20.86.219,10.20.249.184,80,TCP,221748,DEV0202,0
NW002214,2026-06-10T07:04:51,STF1089,staff-ops,staff-ops,10.20.109.93,10.20.120.196,443,TCP,199536,DEV0245,0
NW002519,2026-06-10T07:05:13,STF1176,staff-ops,staff-ops,10.20.239.59,10.20.124.145,443,TCP,135340,DEV0331,0
NW006383,2026-06-10T07:22:34,STF1081,staff-ops,staff-ops,10.20.89.100,10.20.60.27,80,TCP,109436,DEV0063,0
NW001783,2026-06-10T07:55:02,STF1179,staff-ops,staff-ops,10.20.151.130,10.20.46.244,443,TCP,218045,DEV0008,0
NW000757,2026-06-10T08:25:34,STF1067,staff-ops,staff-ops,10.20.210.71,10.20.214.31,443,TCP,70931,DEV0397,0
NW003030,2026-06-10T08:33:46,STF1055,staff-ops,internet,10.20.250.2,198.51.66.183,443,TCP,216774,DEV0041,0
NW004569,2026-06-10T08:38:17,STF1022,staff-ops,staff-ops,10.20.19.30,10.20.108.68,80,TCP,181650,DEV0264,0
NW004805,2026-06-10T08:55:47,STF1152,staff-ops,staff-ops,10.20.172.45,10.20.111.124,443,TCP,105610,DEV0015,0
NW002909,2026-06-10T09:11:54,VND2025,vendor-vpn,vendor-vpn,10.60.117.77,10.20.2.95,443,TCP,221202,DEV0016,0
NW003352,2026-06-10T09:25:10,STF1076,staff-ops,staff-ops,10.20.134.29,10.20.180.66,443,TCP,35811,DEV0358,0
NW005087,2026-06-10T09:44:18,STF1019,staff-ops,staff-ops,10.20.113.219,10.20.36.153,5432,TCP,183888,DEV0075,0
NW003631,2026-06-10T09:48:31,STF1105,staff-ops,staff-ops,10.20.94.167,10.20.193.196,443,TCP,156444,DEV0093,0
NW005140,2026-06-10T09:54:45,VND2007,vendor-vpn,vendor-vpn,10.60.157.62,10.20.127.242,443,TCP,364387,DEV0210,0
NW001511,2026-06-10T09:57:08,VND2011,vendor-vpn,vendor-vpn,10.60.249.213,10.20.80.70,22,UDP,302640,DEV0129,0
NW000476,2026-06-10T10:02:32,VND2019,vendor-vpn,vendor-vpn,10.60.123.236,10.20.231.180,22,TCP,267204,DEV0291,0
NW006247,2026-06-10T10:03:49,STF1120,staff-ops,internet,10.20.224.56,198.51.82.98,3389,UDP,343727,DEV0202,0
NW001817,2026-06-10T10:07:09,VND2031,vendor-vpn,vendor-vpn,10.60.136.105,10.20.6.97,443,TCP,252102,DEV0122,0
NW003406,2026-06-10T10:14:38,STF1113,staff-ops,staff-ops,10.20.157.20,10.20.124.174,443,TCP,169614,DEV0316,0
NW001418,2026-06-10T10:24:55,VND2005,vendor-vpn,internet,10.60.141.34,198.51.194.146,445,TCP,161732,DEV0006,0
NW000276,2026-06-10T10:28:32,STF1020,staff-ops,internet,10.20.245.155,198.51.32.68,8080,TCP,13473,DEV0190,0
NW000504,2026-06-10T10:35:57,STF1169,staff-ops,staff-ops,10.20.103.156,10.20.194.224,443,TCP,138053,DEV0140,0
NW000060,2026-06-10T10:48:34,STF1003,staff-ops,staff-ops,10.20.51.113,10.20.41.162,5432,TCP,294761,DEV0305,0
NW001003,2026-06-10T11:03:13,STF1118,staff-ops,staff-ops,10.20.52.171,10.20.4.157,445,TCP,104070,DEV0274,0
NW003311,2026-06-10T11:11:35,STF1008,staff-ops,staff-ops,10.20.45.32,10.20.51.254,445,TCP,221069,DEV0268,0
NW006366,2026-06-10T11:18:10,STF1155,staff-ops,staff-ops,10.20.14.137,10.20.75.235,443,UDP,158810,DEV0245,0
NW001097,2026-06-10T11:44:51,STF1163,staff-ops,staff-ops,10.20.242.35,10.20.217.167,3389,TCP,324702,DEV0097,0
NW002750,2026-06-10T11:47:26,STF1019,staff-ops,staff-ops,10.20.115.83,10.20.137.11,443,TCP,370713,DEV0104,0
NW000388,2026-06-10T11:50:31,STF1010,staff-ops,staff-ops,10.20.151.111,10.20.199.100,22,TCP,369519,DEV0100,0
NW005703,2026-06-10T11:58:27,STF1038,staff-ops,staff-ops,10.20.78.74,10.20.240.154,3389,UDP,307194,DEV0278,0
NW000224,2026-06-10T12:03:15,STF1065,staff-ops,staff-ops,10.20.126.53,10.20.118.150,80,TCP,249615,DEV0122,0
NW005797,2026-06-10T12:04:03,STF1110,staff-ops,internet,10.20.40.61,198.51.19.200,8080,TCP,170032,DEV0304,0
NW002743,2026-06-10T12:44:24,VND2012,vendor-vpn,vendor-vpn,10.60.18.167,10.20.155.130,443,TCP,241968,DEV0222,0
NW001004,2026-06-10T12:47:57,VND2004,vendor-vpn,vendor-vpn,10.60.153.74,10.20.116.202,443,TCP,55225,DEV0353,0
NW000166,2026-06-10T12:53:54,STF1057,staff-ops,staff-ops,10.20.250.160,10.20.43.102,8080,TCP,321699,DEV0357,0
NW001275,2026-06-10T12:54:09,STF1065,staff-ops,staff-ops,10.20.235.253,10.20.127.63,80,TCP,1760,DEV0017,0
NW005802,2026-06-10T12:57:48,STF1064,staff-ops,staff-ops,10.20.44.12,10.20.218.175,443,TCP,254095,DEV0388,0
NW005512,2026-06-10T13:05:11,STF1138,staff-ops,staff-ops,10.20.58.223,10.20.138.163,443,TCP,9391,DEV0332,0
NW004401,2026-06-10T13:09:24,STF1058,staff-ops,staff-ops,10.20.69.94,10.20.198.209,443,TCP,155092,DEV0128,0
NW000395,2026-06-10T13:16:24,VND2021,vendor-vpn,vendor-vpn,10.60.64.149,10.20.199.47,22,UDP,17046,DEV0092,0
NW003060,2026-06-10T13:26:27,STF1062,staff-ops,staff-ops,10.20.98.159,10.20.224.109,80,TCP,383472,DEV0060,0
NW005450,2026-06-10T13:27:27,STF1122,staff-ops,staff-ops,10.20.93.18,10.20.225.178,443,TCP,362708,DEV0374,0
NW003397,2026-06-10T13:29:12,VND2017,vendor-vpn,internet,10.60.68.69,198.51.116.50,443,TCP,315277,DEV0141,0
NW000071,2026-06-10T13:30:56,STF1172,staff-ops,staff-ops,10.20.163.32,10.20.198.249,8080,TCP,207325,DEV0242,0
NW000699,2026-06-10T13:39:13,STF1015,staff-ops,internet,10.20.26.172,198.51.62.148,22,UDP,171952,DEV0198,0
NW000875,2026-06-10T13:45:28,STF1056,staff-ops,staff-ops,10.20.41.2,10.20.217.210,443,UDP,171299,DEV0241,0
NW004757,2026-06-10T13:47:34,STF1049,staff-ops,staff-ops,10.20.76.206,10.20.211.219,443,TCP,306765,DEV0022,0
NW004004,2026-06-10T13:53:45,STF1133,staff-ops,staff-ops,10.20.96.151,10.20.107.138,80,TCP,144355,DEV0013,0
NW004853,2026-06-10T14:16:19,STF1093,staff-ops,internet,10.20.63.66,198.51.209.105,443,TCP,97546,DEV0284,0
NW005874,2026-06-10T14:25:24,VND2029,vendor-vpn,vendor-vpn,10.60.85.50,10.20.42.36,80,TCP,222188,DEV0397,0
NW002256,2026-06-10T14:36:43,VND2027,vendor-vpn,internet,10.60.246.9,198.51.229.34,443,TCP,68896,DEV0284,0
NW004534,2026-06-10T14:40:03,STF1073,staff-ops,staff-ops,10.20.160.35,10.20.135.200,80,TCP,243501,DEV0052,0
NW004911,2026-06-10T14:41:46,STF1136,staff-ops,internet,10.20.16.217,198.51.124.90,443,TCP,366566,DEV0278,0
NW000024,2026-06-10T14:51:46,STF1094,staff-ops,internet,10.20.90.228,198.51.171.13,443,TCP,275368,DEV0107,0
NW003551,2026-06-10T14:59:52,STF1143,staff-ops,staff-ops,10.20.96.230,10.20.196.132,443,TCP,51921,DEV0065,0
NW004564,2026-06-10T15:07:42,STF1059,staff-ops,staff-ops,10.20.4.194,10.20.202.26,80,UDP,135575,DEV0208,0
NW004324,2026-06-10T15:12:55,VND2014,vendor-vpn,vendor-vpn,10.60.25.143,10.20.145.45,443,TCP,287791,DEV0234,0
NW004901,2026-06-10T15:22:24,STF1072,staff-ops,internet,10.20.86.90,198.51.228.197,443,TCP,8129,DEV0167,0
NW001616,2026-06-10T15:28:24,STF1114,staff-ops,staff-ops,10.20.106.168,10.20.83.63,443,TCP,108335,DEV0252,0
NW000366,2026-06-10T15:29:14,VND2014,vendor-vpn,internet,10.60.35.217,198.51.133.179,5432,TCP,276891,DEV0243,0
NW002047,2026-06-10T15:36:37,STF1064,staff-ops,staff-ops,10.20.119.205,10.20.146.224,443,TCP,391422,DEV0013,0
NW003483,2026-06-10T15:39:53,STF1066,staff-ops,internet,10.20.139.70,198.51.224.41,22,TCP,185988,DEV0399,0
NW000993,2026-06-10T15:46:11,STF1045,staff-ops,staff-ops,10.20.21.83,10.20.140.236,443,TCP,45476,DEV0066,0
NW005991,2026-06-10T15:49:22,STF1137,staff-ops,staff-ops,10.20.84.112,10.20.230.191,443,TCP,376406,DEV0109,0
NW001380,2026-06-10T16:06:59,STF1103,staff-ops,internet,10.20.240.228,198.51.166.178,80,TCP,365173,DEV0389,0
NW002078,2026-06-10T16:07:14,STF1090,staff-ops,staff-ops,10.20.221.45,10.20.88.129,80,TCP,286714,DEV0082,0
NW004699,2026-06-10T16:17:41,STF1167,staff-ops,staff-ops,10.20.155.193,10.20.184.62,443,TCP,54603,DEV0324,0
NW004774,2026-06-10T16:20:29,STF1086,staff-ops,staff-ops,10.20.50.203,10.20.45.199,443,TCP,40323,DEV0086,0
NW005827,2026-06-10T16:20:50,STF1162,staff-ops,staff-ops,10.20.161.135,10.20.65.131,443,UDP,47100,DEV0111,0
NW005652,2026-06-10T16:33:42,STF1127,staff-ops,internet,10.20.103.91,198.51.94.84,3389,TCP,99937,DEV0394,0
NW000054,2026-06-10T16:39:12,VND2023,vendor-vpn,internet,10.60.25.63,198.51.16.95,8080,TCP,353084,DEV0213,0
NW002026,2026-06-10T16:40:27,STF1128,staff-ops,internet,10.20.106.29,198.51.83.23,445,TCP,111516,DEV0288,0
NW004021,2026-06-10T16:48:43,VND2026,vendor-vpn,internet,10.60.144.8,198.51.196.214,443,TCP,324616,DEV0126,0
NW004312,2026-06-10T16:54:15,STF1171,staff-ops,staff-ops,10.20.172.222,10.20.141.19,80,TCP,120859,DEV0095,0
NW003844,2026-06-10T17:00:34,VND2016,vendor-vpn,vendor-vpn,10.60.175.70,10.20.140.49,5432,TCP,61144,DEV0145,0
NW005231,2026-06-10T17:07:58,STF1033,staff-ops,staff-ops,10.20.6.20,10.20.250.144,443,TCP,172319,DEV0079,0
NW003378,2026-06-10T17:15:22,STF1118,staff-ops,staff-ops,10.20.135.31,10.20.26.160,443,TCP,283233,DEV0085,0
NW000344,2026-06-10T17:18:00,STF1003,staff-ops,internet,10.20.160.29,198.51.244.63,445,TCP,331620,DEV0019,0
NW001468,2026-06-10T17:43:04,STF1029,staff-ops,staff-ops,10.20.94.130,10.20.37.146,445,TCP,272249,DEV0397,0
NW000068,2026-06-10T17:46:17,STF1016,staff-ops,internet,10.20.94.61,198.51.177.70,443,UDP,48674,DEV0352,0
NW001931,2026-06-10T17:51:21,STF1132,staff-ops,staff-ops,10.20.84.211,10.20.246.186,80,UDP,48575,DEV0318,0
NW005297,2026-06-10T17:55:41,STF1011,staff-ops,internet,10.20.119.219,198.51.77.192,3389,TCP,182318,DEV0256,0
NW003024,2026-06-10T18:00:00,STF1132,staff-ops,staff-ops,10.20.67.241,10.20.250.71,443,UDP,292802,DEV0202,0
NW004394,2026-06-10T18:16:22,STF1091,staff-ops,staff-ops,10.20.123.177,10.20.149.97,443,TCP,52553,DEV0097,0
NW001326,2026-06-10T18:22:18,STF1005,staff-ops,internet,10.20.87.34,198.51.176.118,443,TCP,176380,DEV0034,0
NW003935,2026-06-10T18:25:39,STF1142,staff-ops,staff-ops,10.20.129.45,10.20.100.213,22,TCP,16810,DEV0074,0
NW005194,2026-06-10T18:46:09,STF1139,staff-ops,staff-ops,10.20.159.229,10.20.13.233,443,UDP,221753,DEV0035,0
NW005261,2026-06-10T18:53:29,STF1031,staff-ops,internet,10.20.151.91,198.51.116.105,445,TCP,349281,DEV0055,0
NW006088,2026-06-10T18:53:40,STF1096,staff-ops,staff-ops,10.20.148.19,10.20.1.232,443,TCP,21470,DEV0049,0
NW001336,2026-06-10T19:06:48,STF1144,staff-ops,internet,10.20.107.152,198.51.83.32,80,TCP,311474,DEV0369,0
NW000008,2026-06-10T19:11:58,STF1133,staff-ops,staff-ops,10.20.176.27,10.20.202.35,8080,TCP,170239,DEV0074,0
NW004826,2026-06-10T19:32:46,STF1042,staff-ops,internet,10.20.75.89,198.51.188.110,443,UDP,305469,DEV0282,0
NW001563,2026-06-10T19:58:09,STF1043,staff-ops,staff-ops,10.20.197.239,10.20.151.184,443,UDP,13190,DEV0035,0
NW003767,2026-06-10T20:02:33,STF1056,staff-ops,staff-ops,10.20.15.157,10.20.161.207,5432,UDP,292781,DEV0375,0
NW003892,2026-06-10T20:05:38,STF1015,staff-ops,internet,10.20.175.38,198.51.0.232,80,TCP,150236,DEV0067,0
NW001811,2026-06-10T20:05:57,STF1044,staff-ops,staff-ops,10.20.245.10,10.20.58.236,443,TCP,138202,DEV0097,0
NW005889,2026-06-10T20:06:27,VND2016,vendor-vpn,vendor-vpn,10.60.231.207,10.20.246.248,8080,TCP,281198,DEV0137,0
NW000612,2026-06-10T20:17:34,STF1135,staff-ops,staff-ops,10.20.133.189,10.20.118.47,443,TCP,134281,DEV0098,0
NW002340,2026-06-10T20:25:55,STF1091,staff-ops,staff-ops,10.20.160.2,10.20.80.222,22,TCP,32770,DEV0184,0
NW002547,2026-06-10T20:28:17,VND2025,vendor-vpn,vendor-vpn,10.60.204.6,10.20.185.79,5432,TCP,386303,DEV0344,0
NW004524,2026-06-10T20:36:42,VND2020,vendor-vpn,vendor-vpn,10.60.222.252,10.20.247.59,8080,TCP,70092,DEV0359,0
NW005517,2026-06-10T20:37:53,STF1073,staff-ops,staff-ops,10.20.75.67,10.20.14.86,22,TCP,38673,DEV0392,0
NW002381,2026-06-10T20:42:28,STF1064,staff-ops,staff-ops,10.20.71.148,10.20.232.5,443,UDP,229947,DEV0103,0
NW006177,2026-06-10T21:08:33,STF1085,staff-ops,staff-ops,10.20.144.132,10.20.45.41,445,TCP,351662,DEV0182,0
NW001203,2026-06-10T21:14:26,STF1015,staff-ops,staff-ops,10.20.136.71,10.20.50.106,443,TCP,203855,DEV0043,0
NW003537,2026-06-10T21:15:19,STF1050,staff-ops,staff-ops,10.20.165.206,10.20.118.41,443,TCP,334046,DEV0377,0
NW004666,2026-06-10T21:30:50,STF1117,staff-ops,staff-ops,10.20.35.202,10.20.123.165,445,TCP,158551,DEV0133,0
NW003714,2026-06-10T21:33:56,STF1097,staff-ops,internet,10.20.106.185,198.51.144.69,445,UDP,54114,DEV0140,0
NW002896,2026-06-10T21:38:21,STF1150,staff-ops,staff-ops,10.20.246.81,10.20.71.19,22,TCP,108425,DEV0080,0
NW005407,2026-06-10T21:53:21,STF1126,staff-ops,staff-ops,10.20.178.80,10.20.76.65,8080,TCP,17054,DEV0399,0
NW004221,2026-06-10T23:16:07,STF1149,staff-ops,operational-apps,10.20.194.23,10.20.136.141,445,TCP,1447132,DEV0384,1
NW000752,2026-06-11T00:25:35,VND2001,vendor-vpn,vendor-vpn,10.60.2.44,10.20.152.144,22,TCP,98315,DEV0267,0
NW003590,2026-06-11T00:51:04,STF1123,staff-ops,internet,10.20.254.209,198.51.86.168,443,TCP,100897,DEV0070,0
NW006140,2026-06-11T01:03:12,STF1164,staff-ops,operational-apps,10.20.110.161,10.20.121.175,5432,TCP,5105238,DEV0385,1
NW000760,2026-06-11T01:28:08,STF1093,staff-ops,staff-ops,10.20.53.56,10.20.250.183,443,TCP,305237,DEV0182,0
NW004130,2026-06-11T02:02:48,STF1122,staff-ops,internet,10.20.63.215,198.51.92.122,8080,UDP,101213,DEV0091,0
NW005148,2026-06-11T03:00:55,STF1029,staff-ops,staff-ops,10.20.251.201,10.20.25.137,443,TCP,390432,DEV0202,0
NW004258,2026-06-11T04:23:59,VND2033,vendor-vpn,operational-apps,10.60.35.167,10.20.167.120,22,TCP,8745100,DEV0213,1
NW001265,2026-06-11T04:35:24,VND2032,vendor-vpn,vendor-vpn,10.60.120.110,10.20.131.123,443,TCP,318968,DEV0337,0
NW000447,2026-06-11T04:52:52,VND2030,vendor-vpn,vendor-vpn,10.60.205.76,10.20.39.105,8080,TCP,202943,DEV0173,0
NW004390,2026-06-11T06:08:23,STF1157,staff-ops,staff-ops,10.20.234.72,10.20.139.41,443,UDP,345974,DEV0041,0
NW004344,2026-06-11T06:20:39,STF1006,staff-ops,internet,10.20.195.22,198.51.75.237,443,TCP,121895,DEV0254,0
NW006289,2026-06-11T06:22:23,STF1127,staff-ops,internet,10.20.222.29,198.51.93.48,80,TCP,9918,DEV0359,0
NW004930,2026-06-11T06:31:32,VND2032,vendor-vpn,vendor-vpn,10.60.11.187,10.20.192.234,8080,UDP,170804,DEV0286,0
NW000968,2026-06-11T06:34:55,STF1070,staff-ops,staff-ops,10.20.153.116,10.20.151.98,80,TCP,46699,DEV0070,0
NW003379,2026-06-11T06:41:40,VND2002,vendor-vpn,internet,10.60.32.20,198.51.124.28,443,TCP,157498,DEV0261,0
NW005445,2026-06-11T06:45:44,VND2008,vendor-vpn,vendor-vpn,10.60.220.188,10.20.232.94,443,TCP,352553,DEV0328,0
NW000254,2026-06-11T07:07:59,STF1010,staff-ops,staff-ops,10.20.13.18,10.20.7.8,80,TCP,385298,DEV0392,0
NW003542,2026-06-11T07:12:09,VND2021,vendor-vpn,internet,10.60.141.172,198.51.249.248,443,UDP,107692,DEV0178,0
NW004134,2026-06-11T07:15:21,VND2032,vendor-vpn,vendor-vpn,10.60.39.126,10.20.99.65,443,TCP,98579,DEV0060,0
NW004089,2026-06-11T07:18:06,VND2024,vendor-vpn,internet,10.60.207.149,198.51.32.66,443,UDP,117106,DEV0240,0
NW000864,2026-06-11T07:30:54,VND2000,vendor-vpn,vendor-vpn,10.60.20.247,10.20.218.157,443,TCP,195699,DEV0023,0
NW003888,2026-06-11T07:36:51,STF1031,staff-ops,staff-ops,10.20.135.228,10.20.170.101,80,TCP,220663,DEV0318,0
NW002306,2026-06-11T07:38:35,STF1050,staff-ops,staff-ops,10.20.199.158,10.20.45.45,443,TCP,203080,DEV0311,0
NW000844,2026-06-11T07:42:40,STF1083,staff-ops,staff-ops,10.20.221.186,10.20.59.23,443,TCP,75926,DEV0337,0
NW000989,2026-06-11T07:44:27,STF1037,staff-ops,staff-ops,10.20.47.117,10.20.100.228,443,TCP,1223,DEV0345,0
NW002550,2026-06-11T07:57:57,STF1066,staff-ops,staff-ops,10.20.41.76,10.20.61.116,80,TCP,340139,DEV0267,0
NW003942,2026-06-11T08:00:06,STF1009,staff-ops,internet,10.20.103.177,198.51.120.237,22,TCP,107849,DEV0341,0
NW002236,2026-06-11T08:06:03,STF1038,staff-ops,internet,10.20.95.113,198.51.212.154,443,TCP,160362,DEV0043,0
NW005549,2026-06-11T08:10:52,STF1081,staff-ops,staff-ops,10.20.225.211,10.20.105.42,80,TCP,293679,DEV0073,0
NW000227,2026-06-11T08:12:13,STF1002,staff-ops,internet,10.20.90.74,198.51.71.184,5432,TCP,221571,DEV0006,0
NW003450,2026-06-11T08:28:08,STF1064,staff-ops,staff-ops,10.20.130.211,10.20.21.174,8080,TCP,96267,DEV0029,0
NW003428,2026-06-11T08:32:35,STF1148,staff-ops,staff-ops,10.20.175.178,10.20.25.53,443,TCP,371384,DEV0264,0
NW000261,2026-06-11T08:59:12,STF1151,staff-ops,staff-ops,10.20.192.253,10.20.37.125,80,TCP,128348,DEV0062,0
NW002226,2026-06-11T09:08:47,STF1033,staff-ops,internet,10.20.233.161,198.51.22.34,8080,TCP,240554,DEV0303,0
NW005831,2026-06-11T09:23:37,STF1132,staff-ops,staff-ops,10.20.95.132,10.20.231.17,80,TCP,273450,DEV0161,0
NW000710,2026-06-11T09:24:10,STF1102,staff-ops,staff-ops,10.20.63.79,10.20.85.91,80,TCP,40281,DEV0033,0
NW003117,2026-06-11T09:27:43,STF1086,staff-ops,staff-ops,10.20.88.98,10.20.2.83,443,TCP,62319,DEV0283,0
NW002449,2026-06-11T09:28:28,STF1012,staff-ops,staff-ops,10.20.77.203,10.20.92.104,80,TCP,20714,DEV0271,0
NW006013,2026-06-11T09:32:42,VND2000,vendor-vpn,vendor-vpn,10.60.86.162,10.20.15.247,443,TCP,180635,DEV0303,0
NW002432,2026-06-11T09:43:31,STF1124,staff-ops,staff-ops,10.20.84.223,10.20.82.241,8080,TCP,174885,DEV0365,0
NW005190,2026-06-11T10:01:15,STF1065,staff-ops,internet,10.20.87.171,198.51.39.199,8080,UDP,393225,DEV0077,0
NW001213,2026-06-11T10:03:34,STF1074,staff-ops,staff-ops,10.20.251.155,10.20.43.13,443,UDP,361564,DEV0267,0
NW000605,2026-06-11T10:10:53,VND2017,vendor-vpn,vendor-vpn,10.60.22.129,10.20.233.244,22,TCP,286352,DEV0065,0
NW004782,2026-06-11T10:11:55,STF1143,staff-ops,internet,10.20.78.237,198.51.5.162,443,TCP,26417,DEV0252,0
NW004717,2026-06-11T10:14:06,STF1129,staff-ops,internet,10.20.140.53,198.51.13.165,443,TCP,36551,DEV0306,0
NW005090,2026-06-11T10:15:59,STF1155,staff-ops,staff-ops,10.20.157.3,10.20.41.58,443,TCP,210239,DEV0141,0
NW001348,2026-06-11T10:16:28,STF1021,staff-ops,staff-ops,10.20.138.175,10.20.131.240,443,UDP,223078,DEV0355,0
NW001878,2026-06-11T10:22:28,VND2025,vendor-vpn,vendor-vpn,10.60.89.146,10.20.1.153,3389,TCP,3021,DEV0188,0
NW004880,2026-06-11T10:25:46,STF1071,staff-ops,staff-ops,10.20.245.42,10.20.161.91,80,TCP,196943,DEV0280,0
NW002315,2026-06-11T10:28:11,STF1161,staff-ops,staff-ops,10.20.106.201,10.20.0.33,22,TCP,47125,DEV0056,0
NW005478,2026-06-11T10:34:08,STF1112,staff-ops,staff-ops,10.20.142.60,10.20.239.204,443,TCP,63158,DEV0137,0
NW003354,2026-06-11T10:37:42,STF1146,staff-ops,staff-ops,10.20.6.114,10.20.133.98,443,TCP,359186,DEV0006,0
NW001932,2026-06-11T10:53:36,STF1148,staff-ops,staff-ops,10.20.121.71,10.20.131.75,443,TCP,371923,DEV0090,0
NW006319,2026-06-11T10:54:51,STF1021,staff-ops,staff-ops,10.20.96.237,10.20.118.95,80,TCP,253942,DEV0092,0
NW002484,2026-06-11T11:10:55,STF1022,staff-ops,internet,10.20.77.98,198.51.151.69,443,TCP,298796,DEV0383,0
NW004124,2026-06-11T11:17:13,VND2033,vendor-vpn,operational-apps,10.60.43.48,10.20.140.124,22,TCP,5942614,DEV0262,1
NW001419,2026-06-11T11:22:42,VND2000,vendor-vpn,vendor-vpn,10.60.106.162,10.20.60.122,8080,TCP,280124,DEV0010,0
NW003435,2026-06-11T11:23:41,STF1099,staff-ops,internet,10.20.45.31,198.51.81.215,80,TCP,271036,DEV0242,0
NW004403,2026-06-11T11:24:26,VND2016,vendor-vpn,internet,10.60.19.14,198.51.80.92,3389,TCP,305924,DEV0224,0
NW001749,2026-06-11T11:25:46,STF1069,staff-ops,internet,10.20.251.3,198.51.140.227,8080,TCP,120506,DEV0028,0
NW005836,2026-06-11T11:47:08,STF1094,staff-ops,staff-ops,10.20.153.37,10.20.159.39,80,TCP,146205,DEV0194,0
NW006286,2026-06-11T11:50:16,STF1060,staff-ops,staff-ops,10.20.204.230,10.20.175.217,443,TCP,347560,DEV0198,0
NW000434,2026-06-11T11:53:01,STF1069,staff-ops,internet,10.20.251.12,198.51.177.10,80,TCP,159757,DEV0094,0
NW000817,2026-06-11T11:57:11,STF1063,staff-ops,staff-ops,10.20.117.148,10.20.112.185,443,TCP,377242,DEV0057,0
NW003583,2026-06-11T12:00:09,STF1079,staff-ops,staff-ops,10.20.231.206,10.20.74.64,443,TCP,299659,DEV0253,0
NW000347,2026-06-11T12:01:54,STF1163,staff-ops,staff-ops,10.20.97.199,10.20.168.32,80,TCP,58651,DEV0398,0
NW004937,2026-06-11T12:23:42,STF1138,staff-ops,staff-ops,10.20.209.161,10.20.234.5,443,TCP,338014,DEV0067,0
