event_id,timestamp,user_id,role,department_or_vendor,resource,auth_method,outcome,location,is_anomalous
IA001602,2026-06-07T12:39:25,STF1000,staff,Ground Operations,Airfield-Ops-Portal,sso_password,success,airport-terminal,0
IA000303,2026-06-07T12:58:30,VND2002,vendor,Horizon Cleaning Services,Cargo-Manifest-System,sso_password,success,airport-terminal,0
IA002784,2026-06-07T13:05:51,STF1092,staff,Baggage Handling,Retail-POS-Backend,sso_password,fail,airport-terminal,0
IA005183,2026-06-07T13:06:06,STF1031,staff,Cargo,Staff-VPN,vpn_certificate,success,airport-terminal,0
IA003930,2026-06-07T13:08:18,STF1052,staff,Cargo,Departure-Control-System,badge+pin,fail,airport-terminal,0
IA004088,2026-06-07T13:08:58,STF1017,staff,Gate Services,HR-Self-Service,badge+pin,success,airport-terminal,0
IA002530,2026-06-07T13:15:13,STF1105,staff,Baggage Handling,HR-Self-Service,sso_password,success,airport-terminal,0
IA004103,2026-06-07T13:29:19,STF1030,staff,Baggage Handling,Gate-Management-System,sso_password,success,airport-terminal,0
IA005851,2026-06-07T13:40:31,VND2029,vendor,Horizon Cleaning Services,HR-Self-Service,sso_password,success,vendor-remote-site,0
IA001749,2026-06-07T13:44:56,STF1105,staff,Baggage Handling,Cargo-Manifest-System,badge+pin,success,airport-terminal,0
IA000877,2026-06-07T13:45:59,STF1027,staff,Baggage Handling,Staff-VPN,sso_password,success,airport-terminal,0
IA001367,2026-06-07T13:47:12,STF1002,staff,Ground Operations,Retail-POS-Backend,badge+pin,success,airport-terminal,0
IA004862,2026-06-07T13:47:49,STF1081,staff,Cargo,Cargo-Manifest-System,sso_mfa,success,airport-terminal,0
IA001071,2026-06-07T13:51:36,STF1084,staff,IT,Cargo-Manifest-System,badge+pin,success,airport-terminal,0
IA000938,2026-06-07T13:53:46,STF1082,staff,Retail Concessions,HR-Self-Service,vpn_certificate,success,airport-terminal,0
IA005218,2026-06-07T14:05:07,STF1097,staff,Retail Concessions,Baggage-Handling-System,sso_password,success,airport-terminal,0
IA003600,2026-06-07T14:11:23,STF1052,staff,Cargo,HR-Self-Service,sso_mfa,success,airport-terminal,0
IA000674,2026-06-07T14:28:04,STF1093,staff,Retail Concessions,Airfield-Ops-Portal,badge+pin,success,airport-terminal,0
IA005027,2026-06-07T14:31:42,STF1100,staff,Engineering & Maintenance,Departure-Control-System,sso_mfa,success,airport-terminal,0
IA001796,2026-06-07T14:32:05,STF1027,staff,Baggage Handling,Airfield-Ops-Portal,vpn_certificate,success,airport-terminal,0
IA002689,2026-06-07T14:34:36,STF1103,staff,Retail Concessions,Departure-Control-System,sso_password,success,airport-terminal,0
IA001721,2026-06-07T14:35:14,VND2018,vendor,Falcon Cargo Handling,Gate-Management-System,badge+pin,success,airport-terminal,0
IA004653,2026-06-07T14:50:09,STF1100,staff,Engineering & Maintenance,Departure-Control-System,vpn_certificate,success,airport-terminal,0
IA001970,2026-06-07T14:50:41,STF1157,staff,Gate Services,Gate-Management-System,badge+pin,success,airport-terminal,0
IA001592,2026-06-07T14:53:48,STF1023,staff,Baggage Handling,Airfield-Ops-Portal,sso_password,success,airport-terminal,0
IA006025,2026-06-07T15:01:06,STF1128,staff,Retail Concessions,Cargo-Manifest-System,vpn_certificate,success,airport-terminal,0
IA004659,2026-06-07T15:13:47,VND2029,vendor,Horizon Cleaning Services,Gate-Management-System,sso_password,success,airport-terminal,0
IA005111,2026-06-07T15:34:27,STF1157,staff,Gate Services,Staff-VPN,badge+pin,success,airport-terminal,0
IA004244,2026-06-07T15:39:05,STF1167,staff,Retail Concessions,Staff-VPN,sso_password,success,airport-terminal,1
IA002318,2026-06-07T15:41:51,VND2014,vendor,AeroFuel Solutions,Departure-Control-System,vpn_certificate,success,vendor-remote-site,0
IA001892,2026-06-07T15:52:29,STF1001,staff,Cargo,Departure-Control-System,sso_mfa,success,airport-terminal,0
IA000136,2026-06-07T16:12:11,STF1170,staff,Baggage Handling,Retail-POS-Backend,sso_mfa,success,airport-terminal,0
IA005311,2026-06-07T16:22:01,STF1177,staff,IT,Baggage-Handling-System,badge+pin,success,airport-terminal,0
IA003869,2026-06-07T16:29:19,STF1069,staff,Baggage Handling,Cargo-Manifest-System,badge+pin,success,airport-terminal,0
IA001046,2026-06-07T16:42:16,VND2026,vendor,Horizon Cleaning Services,Departure-Control-System,sso_password,success,vendor-remote-site,0
IA001251,2026-06-07T16:51:50,STF1042,staff,Retail Concessions,HR-Self-Service,badge+pin,success,airport-terminal,0
IA000935,2026-06-07T16:52:09,VND2029,vendor,Horizon Cleaning Services,Departure-Control-System,sso_mfa,success,airport-terminal,0
IA005098,2026-06-07T16:52:50,STF1063,staff,Retail Concessions,Retail-POS-Backend,badge+pin,success,airport-terminal,0
IA004481,2026-06-07T17:05:47,STF1148,staff,Cargo,HR-Self-Service,sso_mfa,success,airport-terminal,0
IA005345,2026-06-07T17:11:11,VND2034,vendor,SkyLink Ground Services,Departure-Control-System,sso_mfa,success,vendor-remote-site,0
IA005383,2026-06-07T17:16:11,VND2023,vendor,SkyLink Ground Services,HR-Self-Service,sso_mfa,success,vendor-remote-site,0
IA000482,2026-06-07T17:18:18,VND2003,vendor,Falcon Cargo Handling,Maintenance-Ticketing,sso_password,success,airport-terminal,0
IA002574,2026-06-07T17:24:04,STF1163,staff,Retail Concessions,Retail-POS-Backend,badge+pin,success,airport-terminal,0
IA004795,2026-06-07T17:33:50,STF1038,staff,Retail Concessions,Retail-POS-Backend,sso_mfa,success,airport-terminal,0
IA005131,2026-06-07T17:45:44,STF1095,staff,Retail Concessions,Baggage-Handling-System,sso_password,success,airport-terminal,0
IA001939,2026-06-07T17:53:14,STF1093,staff,Retail Concessions,Maintenance-Ticketing,sso_password,success,airport-terminal,0
IA003293,2026-06-07T18:03:45,STF1166,staff,Baggage Handling,Retail-POS-Backend,sso_mfa,success,airport-terminal,0
IA006197,2026-06-07T18:25:04,STF1113,staff,IT,Gate-Management-System,sso_mfa,success,airport-terminal,0
IA004587,2026-06-07T18:36:27,STF1008,staff,Ground Operations,Baggage-Handling-System,badge+pin,success,airport-terminal,0
IA005017,2026-06-07T18:39:07,VND2000,vendor,SkyLink Ground Services,Retail-POS-Backend,sso_password,success,airport-terminal,0
IA002945,2026-06-07T18:39:14,VND2004,vendor,Falcon Cargo Handling,Departure-Control-System,vpn_password,success,vendor-remote-site,0
IA002433,2026-06-07T18:52:32,STF1151,staff,Baggage Handling,Departure-Control-System,vpn_certificate,success,airport-terminal,0
IA003557,2026-06-07T18:59:15,STF1027,staff,Baggage Handling,Staff-VPN,sso_password,success,airport-terminal,0
IA002346,2026-06-07T19:04:06,VND2031,vendor,Meridian Aircraft Maintenance,Gate-Management-System,badge+pin,success,vendor-remote-site,0
IA004059,2026-06-07T19:22:19,STF1020,staff,Ground Operations,Baggage-Handling-System,sso_mfa,success,airport-terminal,0
IA002684,2026-06-07T19:32:13,STF1104,staff,Gate Services,HR-Self-Service,sso_password,success,airport-terminal,0
IA003182,2026-06-07T19:33:14,VND2014,vendor,AeroFuel Solutions,Retail-POS-Backend,vpn_certificate,success,vendor-remote-site,0
IA006002,2026-06-07T19:39:56,STF1166,staff,Baggage Handling,Gate-Management-System,vpn_certificate,success,airport-terminal,0
IA006114,2026-06-07T19:56:41,STF1040,staff,Cargo,Maintenance-Ticketing,vpn_certificate,success,airport-terminal,0
IA003732,2026-06-07T19:59:21,VND2009,vendor,Falcon Cargo Handling,Maintenance-Ticketing,vpn_certificate,fail,airport-terminal,0
IA001041,2026-06-07T20:03:47,STF1168,staff,Gate Services,Staff-VPN,badge+pin,success,airport-terminal,0
IA001018,2026-06-07T20:04:54,STF1157,staff,Gate Services,Retail-POS-Backend,badge+pin,success,airport-terminal,0
IA004169,2026-06-07T20:08:54,STF1084,staff,IT,Baggage-Handling-System,sso_password,success,airport-terminal,0
IA004791,2026-06-07T20:11:49,STF1127,staff,Baggage Handling,Cargo-Manifest-System,badge+pin,success,airport-terminal,0
IA000252,2026-06-07T20:15:54,STF1046,staff,Cargo,Maintenance-Ticketing,badge+pin,success,airport-terminal,0
IA005982,2026-06-07T20:34:20,STF1066,staff,Retail Concessions,Maintenance-Ticketing,vpn_certificate,success,airport-terminal,0
IA001667,2026-06-07T20:35:12,STF1023,staff,Baggage Handling,HR-Self-Service,badge+pin,success,airport-terminal,0
IA002450,2026-06-07T20:35:26,STF1097,staff,Retail Concessions,Retail-POS-Backend,sso_password,success,airport-terminal,0
IA004269,2026-06-07T20:38:19,STF1009,staff,Retail Concessions,HR-Self-Service,sso_password,success,airport-terminal,0
IA002388,2026-06-07T20:47:13,VND2003,vendor,Falcon Cargo Handling,Airfield-Ops-Portal,vpn_certificate,success,vendor-remote-site,0
IA000376,2026-06-07T20:48:10,STF1057,staff,Cargo,Airfield-Ops-Portal,vpn_password,success,airport-terminal,0
IA003998,2026-06-07T20:49:48,STF1082,staff,Retail Concessions,Gate-Management-System,sso_password,success,airport-terminal,0
IA006028,2026-06-07T20:50:06,VND2007,vendor,SkyLink Ground Services,Cargo-Manifest-System,badge+pin,success,airport-terminal,0
IA005692,2026-06-07T21:06:30,STF1120,staff,Engineering & Maintenance,Gate-Management-System,sso_mfa,success,airport-terminal,0
IA006080,2026-06-07T21:11:35,STF1134,staff,Gate Services,Departure-Control-System,badge+pin,success,airport-terminal,0
IA004754,2026-06-07T21:37:22,STF1044,staff,Ground Operations,Gate-Management-System,sso_mfa,success,airport-terminal,0
IA000660,2026-06-08T00:00:14,STF1166,staff,Baggage Handling,Retail-POS-Backend,vpn_certificate,success,airport-terminal,0
IA001106,2026-06-08T01:24:04,STF1062,staff,Gate Services,Staff-VPN,sso_mfa,success,airport-terminal,0
IA003858,2026-06-08T01:32:30,STF1079,staff,Security,HR-Self-Service,sso_password,success,airport-terminal,0
IA000708,2026-06-08T02:25:04,VND2023,vendor,SkyLink Ground Services,Departure-Control-System,sso_password,fail,airport-terminal,1
IA004164,2026-06-08T02:41:59,VND2016,vendor,AeroFuel Solutions,Baggage-Handling-System,badge+pin,success,airport-terminal,0
IA005996,2026-06-08T03:57:08,STF1113,staff,IT,Gate-Management-System,badge+pin,success,airport-terminal,0
IA000512,2026-06-08T04:42:12,VND2023,vendor,SkyLink Ground Services,Staff-VPN,vpn_password,success,airport-terminal,1
IA004802,2026-06-08T06:09:53,STF1022,staff,Ground Operations,Staff-VPN,vpn_certificate,success,airport-terminal,0
IA002627,2026-06-08T06:16:22,STF1039,staff,Engineering & Maintenance,Cargo-Manifest-System,sso_mfa,success,airport-terminal,0
IA000761,2026-06-08T06:23:40,STF1017,staff,Gate Services,HR-Self-Service,badge+pin,success,airport-terminal,0
IA002981,2026-06-08T06:24:16,STF1111,staff,Ground Operations,HR-Self-Service,badge+pin,success,airport-terminal,0
IA004778,2026-06-08T06:45:09,STF1005,staff,Retail Concessions,Departure-Control-System,badge+pin,success,airport-terminal,0
IA001294,2026-06-08T06:48:32,STF1097,staff,Retail Concessions,Airfield-Ops-Portal,sso_password,success,airport-terminal,0
IA005714,2026-06-08T06:59:09,STF1074,staff,Baggage Handling,Maintenance-Ticketing,sso_mfa,success,airport-terminal,0
IA001047,2026-06-08T07:00:27,STF1119,staff,Baggage Handling,Gate-Management-System,sso_password,success,airport-terminal,0
IA005773,2026-06-08T07:00:42,VND2014,vendor,AeroFuel Solutions,HR-Self-Service,vpn_password,success,airport-terminal,0
IA002723,2026-06-08T07:11:02,STF1179,staff,Baggage Handling,HR-Self-Service,vpn_password,success,airport-terminal,0
IA005583,2026-06-08T07:25:25,VND2003,vendor,Falcon Cargo Handling,Airfield-Ops-Portal,sso_mfa,success,airport-terminal,0
IA001641,2026-06-08T07:34:34,STF1099,staff,Baggage Handling,Departure-Control-System,sso_mfa,success,airport-terminal,0
IA003609,2026-06-08T07:49:48,STF1041,staff,Security,Maintenance-Ticketing,sso_mfa,success,airport-terminal,0
IA000034,2026-06-08T07:50:14,STF1062,staff,Gate Services,Retail-POS-Backend,vpn_certificate,success,airport-terminal,0
IA005983,2026-06-08T07:51:18,STF1172,staff,Ground Operations,Gate-Management-System,vpn_certificate,success,airport-terminal,0
IA005197,2026-06-08T08:00:44,STF1173,staff,Baggage Handling,Airfield-Ops-Portal,vpn_certificate,success,airport-terminal,0
IA002077,2026-06-08T08:18:51,STF1146,staff,Ground Operations,Cargo-Manifest-System,sso_password,success,airport-terminal,0
IA000048,2026-06-08T08:21:54,VND2002,vendor,Horizon Cleaning Services,Cargo-Manifest-System,sso_password,success,vendor-remote-site,0
IA000018,2026-06-08T08:23:52,STF1115,staff,Engineering & Maintenance,Cargo-Manifest-System,badge+pin,success,airport-terminal,0
IA001868,2026-06-08T08:29:43,STF1175,staff,Ground Operations,Airfield-Ops-Portal,vpn_password,success,airport-terminal,0
IA004682,2026-06-08T08:30:26,STF1081,staff,Cargo,Staff-VPN,badge+pin,success,airport-terminal,0
IA005827,2026-06-08T09:03:11,VND2028,vendor,Horizon Cleaning Services,Maintenance-Ticketing,badge+pin,success,airport-terminal,0
IA004700,2026-06-08T09:08:16,STF1069,staff,Baggage Handling,Maintenance-Ticketing,sso_password,fail,airport-terminal,0
IA003607,2026-06-08T09:11:38,STF1101,staff,Retail Concessions,Departure-Control-System,sso_mfa,success,airport-terminal,0
IA003361,2026-06-08T09:24:38,STF1168,staff,Gate Services,Retail-POS-Backend,vpn_password,success,airport-terminal,0
IA000278,2026-06-08T09:27:06,STF1132,staff,Cargo,Staff-VPN,sso_mfa,success,airport-terminal,0
IA003380,2026-06-08T09:38:14,STF1077,staff,Gate Services,Baggage-Handling-System,sso_mfa,success,airport-terminal,0
IA001242,2026-06-08T09:41:27,STF1166,staff,Baggage Handling,Baggage-Handling-System,vpn_password,fail,airport-terminal,0
IA001813,2026-06-08T09:41:54,VND2008,vendor,SkyLink Ground Services,Retail-POS-Backend,badge+pin,success,airport-terminal,0
IA004982,2026-06-08T09:42:38,VND2026,vendor,Horizon Cleaning Services,Maintenance-Ticketing,badge+pin,success,vendor-remote-site,0
IA000247,2026-06-08T09:49:16,VND2033,vendor,Meridian Aircraft Maintenance,Retail-POS-Backend,badge+pin,success,airport-terminal,0
IA000164,2026-06-08T10:07:28,STF1072,staff,Retail Concessions,Staff-VPN,badge+pin,success,airport-terminal,0
IA004617,2026-06-08T10:27:58,STF1107,staff,Baggage Handling,Cargo-Manifest-System,sso_mfa,success,airport-terminal,0
IA001083,2026-06-08T10:34:39,STF1010,staff,Gate Services,HR-Self-Service,vpn_certificate,success,airport-terminal,0
IA000248,2026-06-08T10:43:33,STF1064,staff,Cargo,Baggage-Handling-System,vpn_certificate,success,airport-terminal,0
IA005578,2026-06-08T10:45:52,VND2023,vendor,SkyLink Ground Services,Staff-VPN,vpn_password,success,airport-terminal,1
IA000866,2026-06-08T11:31:50,STF1159,staff,Engineering & Maintenance,Airfield-Ops-Portal,vpn_certificate,success,airport-terminal,0
IA006099,2026-06-08T11:41:52,STF1129,staff,Security,Maintenance-Ticketing,badge+pin,success,airport-terminal,0
IA005615,2026-06-08T11:54:58,STF1021,staff,Ground Operations,Maintenance-Ticketing,vpn_certificate,success,airport-terminal,0
IA003067,2026-06-08T11:55:03,STF1103,staff,Retail Concessions,Maintenance-Ticketing,vpn_password,success,airport-terminal,0
IA005746,2026-06-08T12:01:15,VND2008,vendor,SkyLink Ground Services,HR-Self-Service,sso_mfa,success,vendor-remote-site,0
IA002078,2026-06-08T12:04:18,STF1037,staff,Engineering & Maintenance,Staff-VPN,sso_mfa,success,airport-terminal,0
IA000560,2026-06-08T12:14:17,STF1128,staff,Retail Concessions,Maintenance-Ticketing,sso_mfa,success,airport-terminal,0
IA003416,2026-06-08T12:19:45,STF1086,staff,Baggage Handling,Retail-POS-Backend,sso_password,success,airport-terminal,0
IA002710,2026-06-08T12:23:58,STF1004,staff,IT,Airfield-Ops-Portal,badge+pin,success,airport-terminal,0
IA005506,2026-06-08T12:24:36,STF1171,staff,Retail Concessions,Gate-Management-System,sso_password,success,airport-terminal,0
IA005691,2026-06-08T12:32:45,VND2010,vendor,SkyLink Ground Services,Cargo-Manifest-System,vpn_certificate,fail,airport-terminal,0
IA003490,2026-06-08T12:37:18,STF1007,staff,Baggage Handling,Airfield-Ops-Portal,sso_mfa,success,airport-terminal,0
IA001521,2026-06-08T12:37:41,STF1164,staff,Ground Operations,Departure-Control-System,vpn_password,success,airport-terminal,1
IA002306,2026-06-08T12:40:40,STF1013,staff,Cargo,Maintenance-Ticketing,badge+pin,success,airport-terminal,0
IA004993,2026-06-08T12:46:23,VND2005,vendor,AeroFuel Solutions,Cargo-Manifest-System,badge+pin,success,airport-terminal,0
IA001280,2026-06-08T12:51:31,STF1095,staff,Retail Concessions,Airfield-Ops-Portal,badge+pin,success,airport-terminal,0
IA003116,2026-06-08T12:57:04,STF1100,staff,Engineering & Maintenance,Baggage-Handling-System,sso_password,success,airport-terminal,0
IA003320,2026-06-08T13:05:43,VND2010,vendor,SkyLink Ground Services,Departure-Control-System,vpn_password,success,vendor-remote-site,0
IA005727,2026-06-08T13:10:50,VND2013,vendor,Falcon Cargo Handling,HR-Self-Service,vpn_certificate,success,vendor-remote-site,0
IA000274,2026-06-08T13:27:11,STF1021,staff,Ground Operations,Retail-POS-Backend,badge+pin,success,airport-terminal,0
IA005419,2026-06-08T13:46:52,STF1062,staff,Gate Services,Airfield-Ops-Portal,sso_password,success,airport-terminal,0
IA005778,2026-06-08T13:59:52,STF1108,staff,Security,HR-Self-Service,badge+pin,success,airport-terminal,0
IA003100,2026-06-08T14:04:07,VND2016,vendor,AeroFuel Solutions,Maintenance-Ticketing,badge+pin,success,vendor-remote-site,0
IA003064,2026-06-08T14:22:44,VND2021,vendor,Falcon Cargo Handling,Retail-POS-Backend,vpn_certificate,success,vendor-remote-site,0
IA005964,2026-06-08T14:33:41,VND2025,vendor,SkyLink Ground Services,Baggage-Handling-System,sso_mfa,success,airport-terminal,0
IA002014,2026-06-08T14:36:36,STF1167,staff,Retail Concessions,Baggage-Handling-System,sso_password,success,airport-terminal,1
IA004575,2026-06-08T14:40:40,STF1008,staff,Ground Operations,Airfield-Ops-Portal,sso_password,success,airport-terminal,0
IA004143,2026-06-08T14:52:33,STF1022,staff,Ground Operations,Maintenance-Ticketing,sso_password,success,airport-terminal,0
IA001446,2026-06-08T15:10:23,VND2030,vendor,Meridian Aircraft Maintenance,Gate-Management-System,badge+pin,success,vendor-remote-site,0
IA002230,2026-06-08T15:16:39,STF1057,staff,Cargo,Cargo-Manifest-System,sso_password,success,airport-terminal,0
IA001306,2026-06-08T15:23:05,VND2011,vendor,Falcon Cargo Handling,Airfield-Ops-Portal,sso_password,success,vendor-remote-site,0
IA005137,2026-06-08T15:26:45,STF1107,staff,Baggage Handling,Retail-POS-Backend,badge+pin,success,airport-terminal,0
IA005354,2026-06-08T15:29:48,STF1028,staff,IT,Maintenance-Ticketing,sso_mfa,success,airport-terminal,0
IA003876,2026-06-08T15:39:25,VND2003,vendor,Falcon Cargo Handling,Staff-VPN,badge+pin,success,vendor-remote-site,0
IA002146,2026-06-08T15:43:34,STF1002,staff,Ground Operations,HR-Self-Service,vpn_certificate,success,airport-terminal,0
IA004720,2026-06-08T15:52:03,VND2001,vendor,Meridian Aircraft Maintenance,Cargo-Manifest-System,badge+pin,success,vendor-remote-site,0
IA001115,2026-06-08T15:57:31,STF1139,staff,Gate Services,Baggage-Handling-System,sso_password,success,airport-terminal,0
IA006060,2026-06-08T16:00:37,VND2024,vendor,AeroFuel Solutions,HR-Self-Service,sso_mfa,success,vendor-remote-site,0
IA001784,2026-06-08T16:28:32,VND2027,vendor,Meridian Aircraft Maintenance,HR-Self-Service,badge+pin,success,vendor-remote-site,0
IA002087,2026-06-08T16:29:27,VND2021,vendor,Falcon Cargo Handling,HR-Self-Service,sso_password,success,airport-terminal,0
IA001228,2026-06-08T16:29:39,STF1166,staff,Baggage Handling,Retail-POS-Backend,badge+pin,success,airport-terminal,0
IA005226,2026-06-08T16:35:56,STF1015,staff,Gate Services,Retail-POS-Backend,sso_mfa,success,airport-terminal,0
IA005251,2026-06-08T16:43:38,STF1166,staff,Baggage Handling,HR-Self-Service,badge+pin,fail,airport-terminal,0
IA004264,2026-06-08T16:46:51,STF1086,staff,Baggage Handling,Departure-Control-System,badge+pin,success,airport-terminal,0
IA005224,2026-06-08T16:48:08,VND2022,vendor,Falcon Cargo Handling,Staff-VPN,badge+pin,success,vendor-remote-site,0
IA003777,2026-06-08T16:51:41,STF1109,staff,IT,Cargo-Manifest-System,sso_password,success,airport-terminal,0
IA004406,2026-06-08T16:54:41,STF1003,staff,IT,Retail-POS-Backend,sso_password,success,airport-terminal,0
IA000538,2026-06-08T17:07:50,STF1038,staff,Retail Concessions,Cargo-Manifest-System,sso_mfa,success,airport-terminal,0
IA002621,2026-06-08T17:10:20,STF1107,staff,Baggage Handling,HR-Self-Service,vpn_password,fail,airport-terminal,0
IA001364,2026-06-08T17:17:29,STF1075,staff,Gate Services,Gate-Management-System,sso_password,success,airport-terminal,0
IA000608,2026-06-08T17:20:43,STF1127,staff,Baggage Handling,HR-Self-Service,badge+pin,success,airport-terminal,0
IA000823,2026-06-08T17:29:31,STF1099,staff,Baggage Handling,Airfield-Ops-Portal,sso_password,success,airport-terminal,0
IA005741,2026-06-08T17:31:51,STF1126,staff,IT,Staff-VPN,badge+pin,success,airport-terminal,0
IA001382,2026-06-08T17:38:33,STF1114,staff,Gate Services,Gate-Management-System,vpn_password,success,airport-terminal,0
IA006070,2026-06-08T17:52:04,STF1038,staff,Retail Concessions,HR-Self-Service,badge+pin,success,airport-terminal,0
IA002650,2026-06-08T17:58:38,VND2020,vendor,Coastal Catering Co,Gate-Management-System,badge+pin,success,vendor-remote-site,0
IA000390,2026-06-08T18:00:06,VND2026,vendor,Horizon Cleaning Services,Retail-POS-Backend,vpn_password,success,vendor-remote-site,0
IA004637,2026-06-08T18:17:07,STF1077,staff,Gate Services,Departure-Control-System,sso_password,success,airport-terminal,0
IA003478,2026-06-08T18:30:23,STF1096,staff,Security,Airfield-Ops-Portal,badge+pin,success,airport-terminal,0
IA004903,2026-06-08T18:43:54,VND2013,vendor,Falcon Cargo Handling,Retail-POS-Backend,badge+pin,success,vendor-remote-site,0
IA003694,2026-06-08T19:05:49,VND2013,vendor,Falcon Cargo Handling,Gate-Management-System,sso_password,success,airport-terminal,0
IA006157,2026-06-08T19:07:18,STF1107,staff,Baggage Handling,Staff-VPN,sso_mfa,success,airport-terminal,0
IA002916,2026-06-08T19:17:46,STF1072,staff,Retail Concessions,HR-Self-Service,vpn_certificate,success,airport-terminal,0
IA003803,2026-06-08T19:21:03,STF1022,staff,Ground Operations,Departure-Control-System,badge+pin,success,airport-terminal,0
IA000577,2026-06-08T19:26:30,STF1011,staff,Retail Concessions,Cargo-Manifest-System,sso_mfa,success,airport-terminal,0
IA005445,2026-06-08T19:29:37,VND2012,vendor,AeroFuel Solutions,Gate-Management-System,sso_password,success,airport-terminal,0
IA001352,2026-06-08T19:47:08,STF1145,staff,Ground Operations,Departure-Control-System,vpn_password,success,airport-terminal,0
IA000272,2026-06-08T19:54:41,STF1070,staff,Ground Operations,HR-Self-Service,sso_password,success,airport-terminal,0
IA001687,2026-06-08T20:16:28,VND2006,vendor,Coastal Catering Co,Departure-Control-System,vpn_password,success,vendor-remote-site,0
IA002069,2026-06-08T20:16:36,STF1126,staff,IT,Departure-Control-System,badge+pin,success,airport-terminal,0
IA005092,2026-06-08T20:36:05,STF1153,staff,Ground Operations,Gate-Management-System,sso_password,success,airport-terminal,0
IA000808,2026-06-08T20:37:10,VND2015,vendor,AeroFuel Solutions,Airfield-Ops-Portal,sso_mfa,success,airport-terminal,0
IA005957,2026-06-08T20:39:48,VND2015,vendor,AeroFuel Solutions,Baggage-Handling-System,vpn_certificate,success,vendor-remote-site,0
IA002887,2026-06-08T20:48:54,STF1101,staff,Retail Concessions,Staff-VPN,sso_mfa,success,airport-terminal,0
IA001290,2026-06-08T20:48:58,STF1084,staff,IT,Maintenance-Ticketing,badge+pin,success,airport-terminal,0
IA000209,2026-06-08T20:51:37,STF1165,staff,Cargo,Gate-Management-System,sso_mfa,success,airport-terminal,0
IA003938,2026-06-08T20:52:44,STF1097,staff,Retail Concessions,Cargo-Manifest-System,vpn_password,success,airport-terminal,0
IA004847,2026-06-08T21:00:40,STF1007,staff,Baggage Handling,Gate-Management-System,sso_password,success,airport-terminal,0
IA000065,2026-06-08T21:04:36,STF1076,staff,Baggage Handling,Gate-Management-System,vpn_certificate,success,airport-terminal,0
IA002793,2026-06-08T21:13:32,STF1047,staff,Gate Services,Departure-Control-System,badge+pin,success,airport-terminal,0
IA006038,2026-06-08T21:14:21,STF1002,staff,Ground Operations,Cargo-Manifest-System,sso_mfa,success,airport-terminal,0
IA002141,2026-06-08T21:22:36,VND2029,vendor,Horizon Cleaning Services,Departure-Control-System,sso_password,success,airport-terminal,0
IA004426,2026-06-08T21:53:19,STF1127,staff,Baggage Handling,Gate-Management-System,badge+pin,success,airport-terminal,0
IA002279,2026-06-08T21:54:29,STF1048,staff,Retail Concessions,Retail-POS-Backend,badge+pin,success,airport-terminal,0
IA000474,2026-06-09T00:23:36,VND2028,vendor,Horizon Cleaning Services,Cargo-Manifest-System,vpn_certificate,success,airport-terminal,0
IA005797,2026-06-09T02:02:46,STF1149,staff,Cargo,Departure-Control-System,sso_password,success,airport-terminal,1
IA002420,2026-06-09T03:41:40,STF1012,staff,IT,Gate-Management-System,badge+pin,success,airport-terminal,0
IA000822,2026-06-09T03:57:49,STF1063,staff,Retail Concessions,HR-Self-Service,sso_password,success,airport-terminal,0
IA005715,2026-06-09T04:03:14,VND2014,vendor,AeroFuel Solutions,Maintenance-Ticketing,badge+pin,success,airport-terminal,0
IA001447,2026-06-09T04:06:57,VND2033,vendor,Meridian Aircraft Maintenance,Airfield-Ops-Portal,vpn_password,success,airport-terminal,0
IA000469,2026-06-09T06:13:53,STF1126,staff,IT,Departure-Control-System,vpn_certificate,success,airport-terminal,0
IA000169,2026-06-09T06:14:23,STF1042,staff,Retail Concessions,Gate-Management-System,badge+pin,success,airport-terminal,0
IA003085,2026-06-09T06:25:00,STF1104,staff,Gate Services,Baggage-Handling-System,sso_password,success,airport-terminal,0
IA002393,2026-06-09T06:40:19,VND2016,vendor,AeroFuel Solutions,Retail-POS-Backend,sso_mfa,success,airport-terminal,0
IA004476,2026-06-09T06:49:41,STF1017,staff,Gate Services,Retail-POS-Backend,vpn_certificate,success,airport-terminal,0
IA002511,2026-06-09T06:50:39,STF1109,staff,IT,Cargo-Manifest-System,sso_mfa,success,airport-terminal,0
IA001700,2026-06-09T06:59:01,VND2029,vendor,Horizon Cleaning Services,Gate-Management-System,sso_mfa,success,airport-terminal,0
IA004905,2026-06-09T07:09:58,STF1152,staff,Ground Operations,Retail-POS-Backend,sso_mfa,success,airport-terminal,0
IA004733,2026-06-09T07:21:28,STF1124,staff,Gate Services,Maintenance-Ticketing,sso_password,success,airport-terminal,0
IA000920,2026-06-09T07:22:39,STF1024,staff,Retail Concessions,Staff-VPN,sso_password,success,airport-terminal,0
IA001499,2026-06-09T07:25:06,STF1023,staff,Baggage Handling,Staff-VPN,vpn_certificate,success,airport-terminal,0
IA000189,2026-06-09T07:31:47,STF1161,staff,Ground Operations,Airfield-Ops-Portal,sso_mfa,success,airport-terminal,0
IA004894,2026-06-09T07:34:20,STF1152,staff,Ground Operations,HR-Self-Service,vpn_password,success,airport-terminal,0
IA005831,2026-06-09T07:34:23,VND2004,vendor,Falcon Cargo Handling,HR-Self-Service,vpn_certificate,success,vendor-remote-site,0
IA005712,2026-06-09T07:35:55,STF1061,staff,Ground Operations,Gate-Management-System,sso_password,success,airport-terminal,0
